"Location","Year","dist_m","Stroke","Relay","Gender","Team","Athlete","Results","Rank"
"Athens",2004,50,"Freestyle",0,"Men","AUS","Brett Hawke",22.18,4
"Athens",2004,50,"Freestyle",0,"Men","UKR","Oleksandr Volynets",22.26,4
"Athens",2004,50,"Freestyle",0,"Men","ALG","Salim Iles",22.37,4
"Athens",2004,50,"Freestyle",0,"Women","NED","Inge De Bruijn",24.58,1
"Athens",2004,50,"Freestyle",0,"Women","FRA","Malia Metella",24.89,2
"Athens",2004,50,"Freestyle",0,"Women","AUS","Libby Trickett",24.91,3
"Athens",2004,50,"Freestyle",0,"Women","SWE","Therese Alshammar",24.93,4
"Athens",2004,50,"Freestyle",0,"Women","USA","Kara Lynn Joyce",25,4
"Athens",2004,50,"Freestyle",0,"Women","AUS","Michelle Engelsman",25.06,4
"Athens",2004,50,"Freestyle",0,"Women","USA","Jenny Thompson",25.11,4
"Athens",2004,50,"Freestyle",0,"Women","BRA","Flavia Cazziolato",25.2,4
"Sydney",2000,100,"Backstroke",0,"Men","USA","Lenny Krayzelburg",53.72,1
"Sydney",2000,100,"Backstroke",0,"Men","AUS","Matthew Welsh",54.07,2
"Sydney",2000,100,"Backstroke",0,"Men","GER","Stev Theloke",54.82,3
"Sydney",2000,100,"Backstroke",0,"Men","AUS","Josh Watson",55.01,4
"Sydney",2000,100,"Backstroke",0,"Men","POL","Bartosz Kizierowski",55.04,4
"Sydney",2000,100,"Backstroke",0,"Men","USA","Neil Walker",55.14,4
"Sydney",2000,100,"Backstroke",0,"Men","GER","Steffen Driesen",55.27,4
"Sydney",2000,100,"Backstroke",0,"Men","ISR","Eithan Urbach",55.74,4
"Sydney",2000,100,"Butterfly",0,"Men","SWE","Lars Frolander",52,1
"Sydney",2000,100,"Butterfly",0,"Men","AUS","Michael Klim",52.18,2
"Sydney",2000,100,"Butterfly",0,"Men","AUS","Geoffrey Huegill",52.22,3
"Sydney",2000,100,"Butterfly",0,"Men","USA","Ian Crocker",52.44,4
"Sydney",2000,100,"Butterfly",0,"Men","JPN","Takashi Yamamoto",52.58,4
"Sydney",2000,100,"Butterfly",0,"Men","CAN","Michael Mintenko",52.58,4
"Sydney",2000,100,"Butterfly",0,"Men","GER","Thomas Rupprath",53.13,4
"Sydney",2000,100,"Butterfly",0,"Men","RUS","Anatoly Polyakov",53.13,4
"Sydney",2000,100,"Butterfly",0,"Women","NED","Inge De Bruijn",56.61,1
"Sydney",2000,100,"Butterfly",0,"Women","SVK","Martina Moravcova",57.97,2
"Sydney",2000,100,"Butterfly",0,"Women","USA","Dara Torres",58.2,3
"Sydney",2000,100,"Butterfly",0,"Women","AUS","Petria Thomas",58.49,4
"Sydney",2000,100,"Butterfly",0,"Women","USA","Jenny Thompson",58.73,4
"Sydney",2000,100,"Butterfly",0,"Women","JPN","Junko Onishi",59.13,4
"Sydney",2000,100,"Butterfly",0,"Women","AUS","Susan O'Neill",59.27,4
"Sydney",2000,100,"Butterfly",0,"Women","ROU","Diana Mocanu",59.43,4
"Sydney",2000,100,"Freestyle",0,"Men","NED","Pieter Van Den Hoogenband",48.3,1
"Sydney",2000,100,"Freestyle",0,"Men","RUS","Alexander Popov",48.69,2
"Sydney",2000,100,"Freestyle",0,"Men","USA","Gary Hall, Jr.",48.73,3
"Sydney",2000,100,"Freestyle",0,"Men","AUS","Michael Klim",48.74,4
"Sydney",2000,100,"Freestyle",0,"Men","USA","Neil Walker",49.09,4
"Sydney",2000,100,"Freestyle",0,"Men","SWE","Lars Frolander",49.22,4
"Sydney",2000,100,"Freestyle",0,"Men","RUS","Denis Pimankov",49.36,4
"Sydney",2000,100,"Freestyle",0,"Men","AUS","Christopher John Fydler",49.44,4
"Sydney",2000,100,"Freestyle",0,"Women","NED","Inge De Bruijn",53.83,1
"Sydney",2000,100,"Freestyle",0,"Women","SWE","Therese Alshammar",54.33,2
"Sydney",2000,100,"Freestyle",0,"Women","USA","Jenny Thompson",54.43,3
"Sydney",2000,100,"Freestyle",0,"Women","USA","Dara Torres",54.43,3
"Sydney",2000,100,"Freestyle",0,"Women","SVK","Martina Moravcova",54.72,4
"Sydney",2000,100,"Freestyle",0,"Women","RSA","Helene Muller",55.19,4
"Sydney",2000,100,"Freestyle",0,"Women","JPN","Sumika Minamoto",55.53,4
"Sydney",2000,100,"Freestyle",0,"Women","NED","Wilma Van Rijn",55.58,4
"Sydney",2000,50,"Freestyle",0,"Men","USA","Gary Hall, Jr.",21.98,1
"Sydney",2000,50,"Freestyle",0,"Men","USA","Anthony Ervin",21.98,1
"Sydney",2000,50,"Freestyle",0,"Men","NED","Pieter Van Den Hoogenband",22.03,3
"Sydney",2000,50,"Freestyle",0,"Men","ITA","Lorenzo Vismara",22.11,4
"Sydney",2000,50,"Freestyle",0,"Men","POL","Bartosz Kizierowski",22.22,4
"Sydney",2000,50,"Freestyle",0,"Men","RUS","Alexander Popov",22.24,4
"Sydney",2000,50,"Freestyle",0,"Men","GBR","Mark Andrew Foster",22.41,4
"Sydney",2000,50,"Freestyle",0,"Men","UKR","Oleksandr Volynets",22.51,4
"Sydney",2000,50,"Freestyle",0,"Women","NED","Inge De Bruijn",24.32,1
"Sydney",2000,50,"Freestyle",0,"Women","SWE","Therese Alshammar",24.51,2
"Sydney",2000,50,"Freestyle",0,"Women","USA","Dara Torres",24.63,3
"Sydney",2000,50,"Freestyle",0,"Women","USA","Amy Van Dyken",25.04,4
"Sydney",2000,50,"Freestyle",0,"Women","SVK","Martina Moravcova",25.24,4
"Sydney",2000,50,"Freestyle",0,"Women","GER","Sandra Voelker",25.27,4
"Sydney",2000,50,"Freestyle",0,"Women","GBR","Alison Sheppard",25.45,4
"Sydney",2000,50,"Freestyle",0,"Women","JPN","Sumika Minamoto",25.65,4
"Atlanta",1996,100,"Backstroke",0,"Men","USA","Jeff Norman Rouse",54.1,1
"Atlanta",1996,100,"Backstroke",0,"Men","CUB","Rodolfo Falcon Cabrera",54.98,2
"Atlanta",1996,100,"Backstroke",0,"Men","CUB","Neisser Bent",55.02,3
"Atlanta",1996,100,"Backstroke",0,"Men","ESP","Martin Lopez Zubero",55.22,4
"Atlanta",1996,100,"Backstroke",0,"Men","USA","Tripp Schwenk",55.3,4
"Atlanta",1996,100,"Backstroke",0,"Men","ITA","Emanuele Merisi",55.53,4
"Atlanta",1996,100,"Backstroke",0,"Men","GER","Ralf Braun",55.56,4
"Atlanta",1996,100,"Backstroke",0,"Men","FRA","Franck Schott",55.76,4
"Atlanta",1996,100,"Butterfly",0,"Men","RUS","Denis Pankratov",52.27,1
"Atlanta",1996,100,"Butterfly",0,"Men","AUS","Scott Miller",52.53,2
"Atlanta",1996,100,"Butterfly",0,"Men","RUS","Vladislav Kulikov",53.13,3
"Atlanta",1996,100,"Butterfly",0,"Men","CHN","Chengji Jiang",53.2,4
"Atlanta",1996,100,"Butterfly",0,"Men","POL","Rafal Szukala",53.29,4
"Atlanta",1996,100,"Butterfly",0,"Men","AUS","Michael Klim",53.3,4
"Atlanta",1996,100,"Butterfly",0,"Men","CAN","Stephen Clarke",53.33,4
"Atlanta",1996,100,"Butterfly",0,"Men","UKR","Pavlo Khnykin",53.58,4
"Atlanta",1996,100,"Butterfly",0,"Women","USA","Amy Van Dyken",59.13,4
"Atlanta",1996,100,"Butterfly",0,"Women","CHN","Limin Liu",59.14,4
"Atlanta",1996,100,"Butterfly",0,"Women","USA","Angel Martino",59.23,4
"Atlanta",1996,100,"Freestyle",0,"Men","RUS","Alexander Popov",48.74,1
"Atlanta",1996,100,"Freestyle",0,"Men","USA","Gary Hall, Jr.",48.81,2
"Atlanta",1996,100,"Freestyle",0,"Men","BRA","Gustavo Borges",49.02,3
"Atlanta",1996,100,"Freestyle",0,"Men","NED","Pieter Van Den Hoogenband",49.13,4
"Atlanta",1996,100,"Freestyle",0,"Men","BRA","Fernando Scherer",49.57,4
"Atlanta",1996,100,"Freestyle",0,"Men","UKR","Pavlo Khnykin",49.65,4
"Atlanta",1996,100,"Freestyle",0,"Men","PUR","Ricardo Busquets Healy",49.68,4
"Atlanta",1996,100,"Freestyle",0,"Men","VEN","Francisco Sanchez",49.84,4
"Atlanta",1996,100,"Freestyle",0,"Women","CHN","Jingyi Le",54.5,1
"Atlanta",1996,100,"Freestyle",0,"Women","GER","Sandra Voelker",54.88,2
"Atlanta",1996,100,"Freestyle",0,"Women","USA","Angel Martino",54.93,3
"Atlanta",1996,100,"Freestyle",0,"Women","USA","Amy Van Dyken",55.11,4
"Atlanta",1996,100,"Freestyle",0,"Women","GER","Franziska Van Almsick",55.59,4
"Atlanta",1996,100,"Freestyle",0,"Women","AUS","Sarah Ryan",55.85,4
"Atlanta",1996,100,"Freestyle",0,"Women","DEN","Mette Jacobsen",56.01,4
"Atlanta",1996,100,"Freestyle",0,"Women","NED","Karin Brienesse",56.12,4
"Atlanta",1996,50,"Freestyle",0,"Men","RUS","Alexander Popov",22.13,1
"Atlanta",1996,50,"Freestyle",0,"Men","USA","Gary Hall, Jr.",22.26,2
"Atlanta",1996,50,"Freestyle",0,"Men","BRA","Fernando Scherer",22.29,3
"Atlanta",1996,50,"Freestyle",0,"Men","CHN","Chengji Jiang",22.33,4
"Atlanta",1996,50,"Freestyle",0,"Men","RSA","Brendon Dedekind",22.59,4
"Atlanta",1996,50,"Freestyle",0,"Men","USA","David Fox",22.68,4
"Atlanta",1996,50,"Freestyle",0,"Men","VEN","Francisco Sanchez",22.72,4
"Atlanta",1996,50,"Freestyle",0,"Men","PUR","Ricardo Busquets Healy",22.73,4
"Atlanta",1996,50,"Freestyle",0,"Women","USA","Amy Van Dyken",24.87,1
"Atlanta",1996,50,"Freestyle",0,"Women","CHN","Jingyi Le",24.9,2
"Atlanta",1996,50,"Freestyle",0,"Women","GER","Sandra Voelker",25.14,3
"Atlanta",1996,50,"Freestyle",0,"Women","USA","Angel Martino",25.31,4
"Atlanta",1996,50,"Freestyle",0,"Women","BAR","Leah Martindale",25.49,4
"Atlanta",1996,50,"Freestyle",0,"Women","SWE","Linda Olofsson",25.63,4
"Atlanta",1996,50,"Freestyle",0,"Women","CHN","Ying Shan",25.7,4
"Atlanta",1996,50,"Freestyle",0,"Women","RUS","Natalia Meshcheryakova",25.88,4
"Barcelona",1992,100,"Backstroke",0,"Men","CAN","Mark Tewksbury",53.98,1
"Barcelona",1992,100,"Backstroke",0,"Men","USA","Jeff Norman Rouse",54.04,2
"Barcelona",1992,100,"Backstroke",0,"Men","USA","David Charles Berkoff",54.78,3
"Barcelona",1992,100,"Backstroke",0,"Men","ESP","Martin Lopez Zubero",54.96,4
"Barcelona",1992,100,"Backstroke",0,"Men","EUN","Vladimir Selkov",55.49,4
"Barcelona",1992,100,"Backstroke",0,"Men","FRA","Franck Schott",55.72,4
"Barcelona",1992,100,"Backstroke",0,"Men","CUB","Rodolfo Falcon Cabrera",55.76,4
"Barcelona",1992,100,"Backstroke",0,"Men","GER","Dirk Richter",56.26,4
"Barcelona",1992,100,"Butterfly",0,"Men","USA","Pablo Morales",53.32,1
"Barcelona",1992,100,"Butterfly",0,"Men","POL","Rafal Szukala",53.35,2
"Barcelona",1992,100,"Butterfly",0,"Men","SUR","Anthony Conrad Nesty",53.41,3
"Barcelona",1992,100,"Butterfly",0,"Men","EUN","Pavlo Khnykin",53.81,4
"Barcelona",1992,100,"Butterfly",0,"Men","USA","Melvin Stewart",54.04,4
"Barcelona",1992,100,"Butterfly",0,"Men","CAN","Marcel Gery",54.18,4
"Barcelona",1992,100,"Butterfly",0,"Men","ESP","Martin Lopez Zubero",54.19,4
"Barcelona",1992,100,"Butterfly",0,"Men","EUN","Vladislav Kulikov",54.26,4
"Barcelona",1992,100,"Butterfly",0,"Women","CHN","Hong Qian",58.62,3
"Barcelona",1992,100,"Butterfly",0,"Women","USA","Christine Ahmann-Leighton",58.74,4
"Barcelona",1992,100,"Butterfly",0,"Women","FRA","Catherine Plewinski",59.01,4
"Barcelona",1992,100,"Butterfly",0,"Women","CHN","Xiaohong Wang",59.1,4
"Barcelona",1992,100,"Butterfly",0,"Women","AUS","Susan O'Neill",59.69,4
"Barcelona",1992,100,"Butterfly",0,"Women","USA","Summer Sanders",59.82,4
"Barcelona",1992,100,"Freestyle",0,"Men","EUN","Alexander Popov",49.02,1
"Barcelona",1992,100,"Freestyle",0,"Men","BRA","Gustavo Borges",49.43,2
"Barcelona",1992,100,"Freestyle",0,"Men","FRA","Stephan Caron",49.5,3
"Barcelona",1992,100,"Freestyle",0,"Men","USA","Jon Olsen",49.51,4
"Barcelona",1992,100,"Freestyle",0,"Men","USA","Matthew Biondi",49.53,4
"Barcelona",1992,100,"Freestyle",0,"Men","SWE","Tommy Werner",49.63,4
"Barcelona",1992,100,"Freestyle",0,"Men","GER","Christian Tröger",49.84,4
"Barcelona",1992,100,"Freestyle",0,"Men","EUN","Gennady Prigoda",50.25,4
"Barcelona",1992,100,"Freestyle",0,"Women","CHN","Yong Zhuang",54.64,1
"Barcelona",1992,100,"Freestyle",0,"Women","USA","Jenny Thompson",54.84,2
"Barcelona",1992,100,"Freestyle",0,"Women","GER","Franziska Van Almsick",54.94,3
"Barcelona",1992,100,"Freestyle",0,"Women","USA","Nicole Lee Haislett",55.19,4
"Barcelona",1992,100,"Freestyle",0,"Women","FRA","Catherine Plewinski",55.72,4
"Barcelona",1992,100,"Freestyle",0,"Women","CHN","Jingyi Le",55.89,4
"Barcelona",1992,100,"Freestyle",0,"Women","GER","Simone Osygus",55.93,4
"Barcelona",1992,100,"Freestyle",0,"Women","NED","Karin Brienesse",56.59,4
"Barcelona",1992,50,"Freestyle",0,"Men","EUN","Alexander Popov",21.91,1
"Barcelona",1992,50,"Freestyle",0,"Men","USA","Matthew Biondi",22.09,2
"Barcelona",1992,50,"Freestyle",0,"Men","USA","Thomas Michael Jager",22.3,3
"Barcelona",1992,50,"Freestyle",0,"Men","FRA","Christophe Kalfayan",22.5,4
"Barcelona",1992,50,"Freestyle",0,"Men","RSA","Peter Rowan Williams",22.5,4
"Barcelona",1992,50,"Freestyle",0,"Men","GBR","Mark Andrew Foster",22.52,4
"Barcelona",1992,50,"Freestyle",0,"Men","EUN","Gennady Prigoda",22.54,4
"Barcelona",1992,50,"Freestyle",0,"Men","GER","Nils Rudolph",22.73,4
"Barcelona",1992,50,"Freestyle",0,"Women","CHN","Wenyi Yang",24.79,1
"Barcelona",1992,50,"Freestyle",0,"Women","CHN","Yong Zhuang",25.08,2
"Barcelona",1992,50,"Freestyle",0,"Women","USA","Angel Martino",25.23,3
"Barcelona",1992,50,"Freestyle",0,"Women","FRA","Catherine Plewinski",25.36,4
"Barcelona",1992,50,"Freestyle",0,"Women","USA","Jenny Thompson",25.37,4
"Barcelona",1992,50,"Freestyle",0,"Women","EUN","Natalia Meshcheryakova",25.47,4
"Barcelona",1992,50,"Freestyle",0,"Women","GER","Simone Osygus",25.74,4
"Barcelona",1992,50,"Freestyle",0,"Women","NED","Inge De Bruijn",25.84,4
"Seoul",1988,100,"Backstroke",0,"Men","JPN","Daichi Suzuki",55.05,1
"Seoul",1988,100,"Backstroke",0,"Men","USA","David Charles Berkoff",55.18,2
"Seoul",1988,100,"Backstroke",0,"Men","URS","Igor Polyanski",55.2,3
"Seoul",1988,100,"Backstroke",0,"Men","URS","Sergei Zabolotnov",55.37,4
"Seoul",1988,100,"Backstroke",0,"Men","CAN","Mark Tewksbury",56.09,4
"Seoul",1988,100,"Backstroke",0,"Men","GDR","Frank Baltrusch",56.1,4
"Seoul",1988,100,"Backstroke",0,"Men","FRG","Frank Hoffmeister",56.19,4
"Seoul",1988,100,"Backstroke",0,"Men","CAN","Sean Murphy",56.32,4
"Seoul",1988,100,"Butterfly",0,"Men","SUR","Anthony Conrad Nesty",53,1
"Seoul",1988,100,"Butterfly",0,"Men","USA","Matthew Biondi",53.01,2
"Seoul",1988,100,"Butterfly",0,"Men","GBR","Andrew David Jameson",53.3,3
"Seoul",1988,100,"Butterfly",0,"Men","AUS","Jonathan Sieben",53.33,4
"Seoul",1988,100,"Butterfly",0,"Men","FRG","Michael Gross",53.44,4
"Seoul",1988,100,"Butterfly",0,"Men","USA","Jay Paul Mortenson",54.07,4
"Seoul",1988,100,"Butterfly",0,"Men","CAN","Thomas Ponting",54.09,4
"Seoul",1988,100,"Butterfly",0,"Men","URS","Vadim Yaroshchuk",54.6,4
"Seoul",1988,100,"Butterfly",0,"Women","GDR","Kristin Otto",59,4
"Seoul",1988,100,"Butterfly",0,"Women","GDR","Birte Weigang",59.45,4
"Seoul",1988,100,"Butterfly",0,"Women","CHN","Hong Qian",59.52,4
"Seoul",1988,100,"Butterfly",0,"Women","FRA","Catherine Plewinski",59.58,4
"Seoul",1988,100,"Freestyle",0,"Men","USA","Matthew Biondi",48.63,1
"Seoul",1988,100,"Freestyle",0,"Men","USA","Christopher Charles Jacobs",49.08,2
"Seoul",1988,100,"Freestyle",0,"Men","FRA","Stephan Caron",49.62,3
"Seoul",1988,100,"Freestyle",0,"Men","URS","Gennady Prigoda",49.75,4
"Seoul",1988,100,"Freestyle",0,"Men","URS","Iurie Başcatov",50.08,4
"Seoul",1988,100,"Freestyle",0,"Men","AUS","Andrew James Baildon",50.23,4
"Seoul",1988,100,"Freestyle",0,"Men","SWE","Per Johansson",50.35,4
"Seoul",1988,100,"Freestyle",0,"Men","SWE","Tommy Werner",50.54,4
"Seoul",1988,100,"Freestyle",0,"Women","GDR","Kristin Otto",54.93,1
"Seoul",1988,100,"Freestyle",0,"Women","CHN","Yong Zhuang",55.47,2
"Seoul",1988,100,"Freestyle",0,"Women","FRA","Catherine Plewinski",55.49,3
"Seoul",1988,100,"Freestyle",0,"Women","GDR","Manuela Stellmach",55.52,4
"Seoul",1988,100,"Freestyle",0,"Women","CRC","Silvia Poll Ahrens",55.9,4
"Seoul",1988,100,"Freestyle",0,"Women","NED","Karin Brienesse",56.15,4
"Seoul",1988,100,"Freestyle",0,"Women","USA","Dara Torres",56.25,4
"Seoul",1988,100,"Freestyle",0,"Women","NED","Conny Van Bentum",56.54,4
"Seoul",1988,50,"Freestyle",0,"Men","USA","Matthew Biondi",22.14,1
"Seoul",1988,50,"Freestyle",0,"Men","USA","Thomas Michael Jager",22.36,2
"Seoul",1988,50,"Freestyle",0,"Men","URS","Gennady Prigoda",22.71,3
"Seoul",1988,50,"Freestyle",0,"Men","SUI","Dano Halsall",22.83,4
"Seoul",1988,50,"Freestyle",0,"Men","SUI","Stefan Volery",22.84,4
"Seoul",1988,50,"Freestyle",0,"Men","URS","Vladimir Tkachenko",22.88,4
"Seoul",1988,50,"Freestyle",0,"Men","FRG","Frank Henter",23.03,4
"Seoul",1988,50,"Freestyle",0,"Men","AUS","Andrew James Baildon",23.15,4
"Seoul",1988,50,"Freestyle",0,"Women","GDR","Kristin Otto",25.49,1
"Seoul",1988,50,"Freestyle",0,"Women","CHN","Wenyi Yang",25.64,2
"Seoul",1988,50,"Freestyle",0,"Women","GDR","Katrin Meissner",25.71,3
"Seoul",1988,50,"Freestyle",0,"Women","USA","Jill Sterkel",25.71,3
"Seoul",1988,50,"Freestyle",0,"Women","USA","Leigh Ann Fetter",25.78,4
"Seoul",1988,50,"Freestyle",0,"Women","ROU","Tamara Costache",25.8,4
"Seoul",1988,50,"Freestyle",0,"Women","FRA","Catherine Plewinski",25.9,4
"Seoul",1988,50,"Freestyle",0,"Women","AUS","Karen Tracey Van Wirdum",26.01,4
"Angeles",1984,100,"Backstroke",0,"Men","USA","Richard John Carey",55.79,1
"Angeles",1984,100,"Backstroke",0,"Men","USA","David Dennis Wilson",56.35,2
"Angeles",1984,100,"Backstroke",0,"Men","CAN","Michael West",56.49,3
"Angeles",1984,100,"Backstroke",0,"Men","NZL","Gary Hurring",56.9,4
"Angeles",1984,100,"Backstroke",0,"Men","AUS","Mark Kerry",57.18,4
"Angeles",1984,100,"Backstroke",0,"Men","SWE","Bengt Baron",57.34,4
"Angeles",1984,100,"Backstroke",0,"Men","CAN","Donald Alexander Goss",57.46,4
"Angeles",1984,100,"Backstroke",0,"Men","NED","Hans Kroes",58.07,4
"Angeles",1984,100,"Butterfly",0,"Men","FRG","Michael Gross",53.08,1
"Angeles",1984,100,"Butterfly",0,"Men","USA","Pablo Morales",53.23,2
"Angeles",1984,100,"Butterfly",0,"Men","AUS","Glenn Buchanan",53.85,3
"Angeles",1984,100,"Butterfly",0,"Men","VEN","Rafael Antonio Vidal Castro",54.27,4
"Angeles",1984,100,"Butterfly",0,"Men","GBR","Andrew David Jameson",54.28,4
"Angeles",1984,100,"Butterfly",0,"Men","NZL","Anthony Mosse",54.93,4
"Angeles",1984,100,"Butterfly",0,"Men","FRG","Andreas Behrend",54.95,4
"Angeles",1984,100,"Butterfly",0,"Men","SWE","Bengt Baron",55.14,4
"Angeles",1984,100,"Butterfly",0,"Women","USA","Mary T. Meagher",59.26,4
"Angeles",1984,100,"Freestyle",0,"Men","USA","Ambrose Iv Gaines",49.8,1
"Angeles",1984,100,"Freestyle",0,"Men","AUS","Marcus Stockwell",50.24,2
"Angeles",1984,100,"Freestyle",0,"Men","SWE","Per Johansson",50.31,3
"Angeles",1984,100,"Freestyle",0,"Men","USA","Michael Steward Heath",50.41,4
"Angeles",1984,100,"Freestyle",0,"Men","SUI","Dano Halsall",50.5,4
"Angeles",1984,100,"Freestyle",0,"Men","FRA","Stephan Caron",50.7,4
"Angeles",1984,100,"Freestyle",0,"Men","VEN","Alberto Eugenio Mestre Sosa",50.7,4
"Angeles",1984,100,"Freestyle",0,"Men","FRG","Dirk Korthals",50.93,4
"Angeles",1984,100,"Freestyle",0,"Women","USA","Nancy Lynn Hogshead",55.92,1
"Angeles",1984,100,"Freestyle",0,"Women","USA","Carolyn Steinseifer",55.92,1
"Angeles",1984,100,"Freestyle",0,"Women","NED","Annemarie Verstappen",56.08,3
"Angeles",1984,100,"Freestyle",0,"Women","NED","Conny Van Bentum",56.43,4
"Angeles",1984,100,"Freestyle",0,"Women","AUS","Michelle Pearson",56.83,4
"Angeles",1984,100,"Freestyle",0,"Women","GBR","June Croft",56.9,4
"Angeles",1984,100,"Freestyle",0,"Women","FRG","Susanne Schuster",57.11,4
"Angeles",1984,100,"Freestyle",0,"Women","AUS","Angela Russell",58.09,4
"Moscow",1980,100,"Backstroke",0,"Men","SWE","Bengt Baron",56.53,1
"Moscow",1980,100,"Backstroke",0,"Men","URS","Viktor Kuznetsov",56.99,2
"Moscow",1980,100,"Backstroke",0,"Men","URS","Vladimir Dolgov",57.63,3
"Moscow",1980,100,"Backstroke",0,"Men","TCH","Miloslav Rolko",57.74,4
"Moscow",1980,100,"Backstroke",0,"Men","HUN","Sandor Wladar",57.84,4
"Moscow",1980,100,"Backstroke",0,"Men","NED","Fred Eefting",57.95,4
"Moscow",1980,100,"Backstroke",0,"Men","AUS","Mark Tonelli",57.98,4
"Moscow",1980,100,"Backstroke",0,"Men","GBR","Gary Abraham",58.38,4
"Moscow",1980,100,"Butterfly",0,"Men","SWE","Pär Arvidsson",54.92,1
"Moscow",1980,100,"Butterfly",0,"Men","GDR","Roger Pyttel",54.94,2
"Moscow",1980,100,"Butterfly",0,"Men","ESP","David Lopez-Zubero Purcell",55.13,3
"Moscow",1980,100,"Butterfly",0,"Men","NED","Kees Vervoorn",55.25,4
"Moscow",1980,100,"Butterfly",0,"Men","URS","Evgeni Seredin",55.35,4
"Moscow",1980,100,"Butterfly",0,"Men","GBR","Gary Abraham",55.42,4
"Moscow",1980,100,"Butterfly",0,"Men","FRA","Xavier Savin",55.66,4
"Moscow",1980,100,"Butterfly",0,"Men","URS","Aleksey Markovsky",55.7,4
"Moscow",1980,100,"Freestyle",0,"Men","GDR","Jörg Woithe",50.4,1
"Moscow",1980,100,"Freestyle",0,"Men","SWE","Per Holmertz",50.91,2
"Moscow",1980,100,"Freestyle",0,"Men","SWE","Per Johansson",51.29,3
"Moscow",1980,100,"Freestyle",0,"Men","URS","Sergei Koplyakov",51.34,4
"Moscow",1980,100,"Freestyle",0,"Men","ITA","Raffaele Franceschi",51.69,4
"Moscow",1980,100,"Freestyle",0,"Men","URS","Sergei Krasiuk",51.8,4
"Moscow",1980,100,"Freestyle",0,"Men","FRA","Rene Ecuyer",52.01,4
"Moscow",1980,100,"Freestyle",0,"Men","AUS","Graeme Brewer",52.22,4
"Moscow",1980,100,"Freestyle",0,"Women","GDR","Barbara Krause",54.79,1
"Moscow",1980,100,"Freestyle",0,"Women","GDR","Caren Metschuck",55.16,2
"Moscow",1980,100,"Freestyle",0,"Women","GDR","Ines Diers",55.65,3
"Moscow",1980,100,"Freestyle",0,"Women","URS","Olga Klevakina",57.4,4
"Moscow",1980,100,"Freestyle",0,"Women","NED","Conny Van Bentum",57.63,4
"Moscow",1980,100,"Freestyle",0,"Women","URS","Natalia Strunnikova",57.83,4
"Moscow",1980,100,"Freestyle",0,"Women","FRA","Guylaine Berger",57.88,4
"Moscow",1980,100,"Freestyle",0,"Women","SWE","Agneta Eriksson",57.9,4
"Montreal",1976,100,"Backstroke",0,"Men","USA","John Phillips Naber",55.49,1
"Montreal",1976,100,"Backstroke",0,"Men","USA","Peter Drake Rocca",56.34,2
"Montreal",1976,100,"Backstroke",0,"Men","GDR","Roland Matthes",57.22,3
"Montreal",1976,100,"Backstroke",0,"Men","PUR","Carlos Berrocal",57.28,4
"Montreal",1976,100,"Backstroke",0,"Men","GDR","Lutz Wanja",57.49,4
"Montreal",1976,100,"Backstroke",0,"Men","USA","Robert Scott Jackson",57.69,4
"Montreal",1976,100,"Backstroke",0,"Men","AUS","Mark Kerry",57.94,4
"Montreal",1976,100,"Backstroke",0,"Men","AUS","Mark Tonelli",58.42,4
"Montreal",1976,100,"Butterfly",0,"Men","USA","Matthew Haynes Vogel",54.35,1
"Montreal",1976,100,"Butterfly",0,"Men","USA","Joseph Stuart Bottom",54.5,2
"Montreal",1976,100,"Butterfly",0,"Men","USA","Gary Jr. Hall",54.65,3
"Montreal",1976,100,"Butterfly",0,"Men","GDR","Roger Pyttel",55.09,4
"Montreal",1976,100,"Butterfly",0,"Men","GDR","Roland Matthes",55.11,4
"Montreal",1976,100,"Butterfly",0,"Men","CAN","Clayton Evans",55.81,4
"Montreal",1976,100,"Butterfly",0,"Men","JPN","Hideaki Hara",56.34,4
"Montreal",1976,100,"Butterfly",0,"Men","AUS","Neil Rogers",56.57,4
"Montreal",1976,100,"Freestyle",0,"Men","USA","Jim Montgomery",49.99,1
"Montreal",1976,100,"Freestyle",0,"Men","USA","Jack, Jr. Babashoff",50.81,2
"Montreal",1976,100,"Freestyle",0,"Men","FRG","Peter Nocke",51.31,3
"Montreal",1976,100,"Freestyle",0,"Men","FRG","Klaus Steinbach",51.68,4
"Montreal",1976,100,"Freestyle",0,"Men","ITA","Marcello Guarducci",51.7,4
"Montreal",1976,100,"Freestyle",0,"Men","USA","Joseph Stuart Bottom",51.79,4
"Montreal",1976,100,"Freestyle",0,"Men","URS","Vladimir Bure",52.03,4
"Montreal",1976,100,"Freestyle",0,"Men","URS","Andrei Krylov",52.15,4
"Montreal",1976,100,"Freestyle",0,"Women","GDR","Kornelia Ender",55.65,1
"Montreal",1976,100,"Freestyle",0,"Women","GDR","Petra Priemer",56.49,2
"Montreal",1976,100,"Freestyle",0,"Women","NED","Enith Brigitha",56.65,3
"Montreal",1976,100,"Freestyle",0,"Women","USA","Kim Marie Peyton",56.81,4
"Montreal",1976,100,"Freestyle",0,"Women","USA","Shirley Farber Babashoff",56.95,4
"Montreal",1976,100,"Freestyle",0,"Women","GDR","Claudia Hempel",56.99,4
"Montreal",1976,100,"Freestyle",0,"Women","USA","Jill Sterkel",57.06,4
"Montreal",1976,100,"Freestyle",0,"Women","FRG","Judith (Jutta) Weber",57.26,4
