"","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","Year","Genres","Types","SummaryNotes","sport"
"2006","tt0533377","tvEpisode","The Fan","The Fan",0,"1983","\N","\N","Comedy",6.9,16,1996,"Thriller","","A deranged San Francisco fan (Robert De Niro) kills a player, kidnaps another's son.","baseball"
"2007","tt0533405","tvEpisode","Checkpoint","Checkpoint",0,"2001","\N","60","Action,Drama,Fantasy",8.3,2886,1956,"Crime","Road racing","A criminal gets into a confrontation with British police at an auto race.","autoracing"
"2008","tt0533498","tvEpisode","The Freshman","The Freshman",0,"1999","\N","44","Action,Drama,Fantasy",7.6,3430,1925,"Comedy","","Silent film with Harold Lloyd as a water boy who gets to play in team's big game.","football"
"2009","tt0533625","tvEpisode","Thin Ice","Thin Ice",0,"1987","\N","\N","Crime,Drama",NA,NA,1937,"Romance","","Sonja Henie is a ski instructor and skater who falls for a prince.","figureSkating"
"2010","tt0534006","tvEpisode","42","42",0,"2001","\N","\N","Action,Adventure,Animation",6.9,26,2013,"Biographical","","Story of Jackie Robinson's historic signing with Brooklyn Dodgers under guidance of team executive Branch Rickey (played by Harrison Ford).","baseball"
"2011","tt0534038","tvEpisode","Rookie of the Year","Rookie of the Year",0,"2000","\N","\N","Action,Adventure,Animation",8.1,28,1993,"Comedy","","A boy develops a magical right arm and becomes a big-league pitcher for the Cubs.","baseball"
"2012","tt0534051","tvEpisode","The Main Event","The Main Event",0,"2000","\N","\N","Action,Adventure,Animation",7.4,29,1979,"Comedy","","Headstrong woman (Barbra Streisand) owns contract of cocky boxer (Ryan O'Neal).","boxing"
"2013","tt0534455","tvEpisode","Fast Company","Fast Company",0,"1983","\N","48","Crime,Drama,Mystery",6.9,63,1979,"Drama","Drag Racing","An up-and-coming drag racer and an aging star cope with a corrupt manager.","autoracing"
"2014","tt0534455","tvEpisode","Fast Company","Fast Company",0,"1983","\N","48","Crime,Drama,Mystery",6.9,63,1929,"Comedy","","Elmer Kane (Jack Oakie) hopes the Yankees and an actress are interested in him.","baseball"
"2015","tt0534477","tvEpisode","Hustle","Hustle",0,"1977","\N","60","Crime,Drama,Mystery",7.8,92,2004,"Biographical","","ESPN dramatization on success and scandal of Pete Rose, starring Tom Sizemore.","baseball"
"2016","tt0534477","tvEpisode","Hustle","Hustle",0,"1977","\N","60","Crime,Drama,Mystery",7.8,92,2022,"Comedy/Drama","","An NBA scout (Adam Sandler) discovers an unknown player in Spain (Juancho Hernangómez) and brings him back to United States to prepare for the upcoming NBA draft.","basketball"
"2017","tt0534561","tvEpisode","High Speed","High Speed",0,"1999","\N","48","Action,Adventure,Crime",6.4,14,1932,"Drama","","An undercover cop races cars while he tries to catch crooks.","autoracing"
"2018","tt0534737","tvEpisode","Shooting Stars","Shooting Stars",0,"2005","\N","45","Crime,Drama,Mystery",7.7,750,2023,"Drama","","A Peacock original biopic about LeBron James' high school years.","basketball"
"2019","tt0534758","tvEpisode","Viva Las Vegas","Viva Las Vegas",0,"2004","\N","46","Crime,Drama,Mystery",7.9,787,1964,"Musical","Sports car","Elvis Presley is out to win the big race and Ann-Margret.","autoracing"
"2020","tt0534804","tvEpisode","Grand Prix","Grand Prix",0,"2003","\N","60","Action,Crime,Drama",6.6,463,1966,"Drama","Open wheel","James Garner and Yves Montand in fictional story of drivers' lives and loves.","autoracing"
"2021","tt0535000","tvEpisode","Against All Odds","Against All Odds",0,"2005","\N","\N","Documentary",NA,NA,1984,"Drama","","Pro receiver (Jeff Bridges) develops fatal attraction to daughter of team's corrupt owner","football"
"2022","tt0535369","tvEpisode","Graduation Day","Graduation Day",0,"1996","\N","\N","Comedy,Family,Music",9,17,1981,"Horror","Track","Slasher film about school's track athletes being murdered.","athletics"
"2023","tt0537179","tvEpisode","Body and Soul","Body and Soul",0,"1992","\N","\N","Drama",NA,NA,1947,"Film noir","","John Garfield is a boxer involved with corrupt promoters. Three Oscar nominations.","boxing"
"2024","tt0537179","tvEpisode","Body and Soul","Body and Soul",0,"1992","\N","\N","Drama",NA,NA,1981,"Drama","","Based on 1947 version, with Leon Isaac Kennedy and then-wife Jayne Kennedy.","boxing"
"2025","tt0537225","tvEpisode","Crossing the Line","Crossing the Line",0,"2006","\N","\N","Drama",NA,NA,2002,"Drama","","A coach of a girls' team clashes with angry parents.","basketball"
"2026","tt0537417","tvEpisode","On the Edge","On the Edge",0,"2001","\N","\N","Drama",6,15,1985,"Drama","Trail running","A distance runner (Bruce Dern) fights for amateurs' rights during California's Dipsea Race.","athletics"
"2027","tt0537487","tvEpisode","Sticks and Stones","Sticks and Stones",0,"2005","\N","\N","Drama",NA,NA,2008,"Biographical","","Based on a true story, the captain of a Canadian Pee-Wee hockey team works to make amends for the horrible treatment an American team received during a visit to Canada in March, 2003.","ice hockey"
"2028","tt0538306","tvEpisode","Days of Thunder","Days of Thunder",0,"1995","\N","\N","Drama",8.3,10,1990,"Drama","Stock car","Tom Cruise as a NASCAR newcomer, based loosely on Tim Richmond.","autoracing"
"2029","tt0538474","tvEpisode","The Fanatics","The Fanatics",0,"1968","\N","49","Adventure,Sci-Fi,Thriller",7.3,78,1999,"Comedy","","A television film with Ed Asner.","football"
"2030","tt0538820","tvEpisode","Triple Threat","Triple Threat",0,"1989","\N","23","Comedy,Family",8.6,58,1948,"Drama","","After a Rose Bowl game, two rivals end up playing for the Los Angeles Rams.","football"
"2031","tt0538840","tvEpisode","The Kid","The Kid",0,"1995","\N","45","Crime,Drama",NA,NA,1997,"Drama","","A teen boxes while keeping it a secret from his parents. Stars Rod Steiger.","boxing"
"2032","tt0539833","tvEpisode","Power Play","Power Play",0,"1983","\N","30","Comedy,Drama",7.7,672,1994,"Drama","","Robbie Steele, ambitious Vancouver attorney, wants to win at all costs. She needs a former pro hockey star to sign with her client's struggling team.","ice hockey"
"2033","tt0540299","tvEpisode","Split Decisions","Split Decisions",0,"1997","\N","\N","Drama,Mystery,Thriller",7.3,28,1988,"Drama","","Gene Hackman as a trainer and father of two totally different sons.","boxing"
"2034","tt0540575","tvEpisode","Go Figure","Go Figure",0,"2004","\N","\N","Animation,Comedy,Family",NA,NA,2005,"Family Comedy","","TV film of a would-be figure skater who finds she prefers hockey.","figureSkating"
"2035","tt0540575","tvEpisode","Go Figure","Go Figure",0,"2004","\N","\N","Animation,Comedy,Family",NA,NA,2005,"Comedy, Drama","","The Disney story of a figure skater turned hockey player","ice hockey"
"2036","tt0540583","tvEpisode","Brothers","Brothers",0,"1988","\N","48","Drama,History,War",7.9,38,2015,"Drama","MMA","Bollywood film. The official remake of Warrior","martialArts"
"2037","tt0540746","tvEpisode","The Harder They Fall","The Harder They Fall",0,"1993","\N","\N","Family",NA,NA,1956,"Film noir","","A former sportswriter (Humphrey Bogart) works for a mobster who fixes fights.","boxing"
"2038","tt0540758","tvEpisode","Driven","Driven",0,"2002","\N","\N","Comedy,Music",7,7,2001,"Action","Open wheel","Sylvester Stallone as a former Champ Car star.","autoracing"
"2039","tt0541007","tvEpisode","Rocky","Rocky",0,"1999","\N","\N","Comedy,Family,Fantasy",NA,NA,1976,"Drama","","Academy Award winner for Best Picture about a Philadelphia pug (Sylvester Stallone) who gets a once-in-a-lifetime opportunity.[2]","boxing"
"2040","tt0541884","tvEpisode","Rodeo","Rodeo",0,"1954","\N","30","Western",7.8,14,1952,"Drama","","Unpaid for a feed bill, Nancy Cartwright takes over a bankrupt rodeo association.","rodeo"
"2041","tt0542036","tvEpisode","Mr. Baseball","Mr. Baseball",0,"1999","\N","30","Comedy",NA,NA,1992,"Rom-Com","","Tom Selleck as a baseball star who ends up in Japan.","baseball"
"2042","tt0542334","tvEpisode","This Magic Moment","This Magic Moment",0,"1995","\N","\N","Comedy",NA,NA,2016,"Documentary","","Made for TV as part of ESPN's 30 for 30 series. A look back at the 1990s Orlando Magic and cultural phenomenon inspired by Shaquille O'Neal and Penny Hardaway.","basketball"
"2043","tt0542472","tvEpisode","Damn Yankees","Damn Yankees",0,"1996","\N","60","Crime,Drama,Thriller",6,6,1958,"Musical","","A man sells his soul to the devil on behalf of Washington's baseball team.","baseball"
"2044","tt0542474","tvEpisode","Drive, He Said","Drive, He Said",0,"1995","\N","46","Crime,Drama,Thriller",NA,NA,1971,"Drama","","Directed by Jack Nicholson, story of a college player who becomes a campus activist.","basketball"
"2045","tt0542490","tvEpisode","Winning","Winning",0,"1996","\N","\N","Crime,Drama,Thriller",NA,NA,1969,"Drama","Indy car","Paul Newman and Robert Wagner as rival drivers.","autoracing"
"2046","tt0542560","tvEpisode","Fear Strikes Out","Fear Strikes Out",0,"1955","\N","\N","Drama",NA,NA,1957,"Biographical","","The life and career of Jimmy Piersall, played by Anthony Perkins.","baseball"
"2047","tt0542624","tvEpisode","The Champion","The Champion",0,"1955","\N","\N","Drama",NA,NA,1915,"Short, comedy","","Charlie Chaplin puts a ""good luck"" horseshoe into his boxing glove and wins.","boxing"
"2048","tt0543318","tvEpisode","Stealing Home","Stealing Home",0,"2005","\N","\N","Drama,Family,Sport",8.4,10,1988,"Drama","","Mark Harmon and Jodie Foster in a fictional tale of lost love.","baseball"
"2049","tt0543468","tvEpisode","The Widow","The Widow",0,"1964","\N","\N","Drama",NA,NA,1955,"Drama","","A countess in Italy falls in love with a doomed racing driver.","autoracing"
"2050","tt0543960","tvEpisode","The Runner","The Runner",0,"2003","\N","44","Crime,Drama,Mystery",7.4,487,2009,"","Ultra Trail","","athletics"
"2051","tt0544495","tvEpisode","Conflict","Conflict",0,"1966","\N","\N","Action,Drama,War",8.6,82,1936,"Drama","","John Wayne as a con man who loses bareknuckle bouts on purpose.","boxing"
"2052","tt0544545","tvEpisode","Off Limits","Off Limits",0,"1963","\N","\N","Action,Drama,War",8.1,98,1953,"Comedy","","A boxer (Mickey Rooney) is drafted into the Army, so his manager (Bob Hope) enlists.","boxing"
"2053","tt0544607","tvEpisode","The Ringer","The Ringer",0,"1966","\N","60","Action,Drama,War",8.2,69,2005,"Comedy","","Johnny Knoxville bad-taste spoof of Special Olympics.","athletics"
"2054","tt0545086","tvEpisode","Hero","Hero",0,"1993","\N","46","Comedy,Crime,Drama",7.6,83,2010,"Drama","","Christian film about fathers and sons.","baseball"
"2055","tt0545125","tvEpisode","The Kid","The Kid",0,"1995","\N","46","Comedy,Crime,Drama",8.3,73,1997,"Drama","","A teen boxes while keeping it a secret from his parents. Stars Rod Steiger.","boxing"
"2056","tt0545131","tvEpisode","The Set-Up","The Set-Up",0,"1993","\N","46","Comedy,Crime,Drama",8.1,78,1949,"Film noir","","A has-been boxer's manager bets on him to lose, with dire consequences if he doesn't.","boxing"
"2057","tt0545387","tvEpisode","The Ring","The Ring",0,"1995","\N","\N","Drama",NA,NA,1927,"Drama","","Alfred Hitchcock silent film about a pugilist known as  ""One-Round Jack.""","boxing"
"2058","tt0545387","tvEpisode","The Ring","The Ring",0,"1995","\N","\N","Drama",NA,NA,1952,"Drama","","A young Mexican (Lalo Ríos) seeks respect of Americans and love of a beauty (Rita Moreno).","boxing"
"2059","tt0545757","tvEpisode","Viva Las Vegas","Viva Las Vegas",0,"2005","\N","\N","Action,Game-Show,Reality-TV",5.3,39,1964,"Musical","Sports car","Elvis Presley is out to win the big race and Ann-Margret.","autoracing"
"2060","tt0548948","tvEpisode","Power Play","Power Play",0,"1990","\N","\N","Action,Adventure",NA,NA,1994,"Drama","","Robbie Steele, ambitious Vancouver attorney, wants to win at all costs. She needs a former pro hockey star to sign with her client's struggling team.","ice hockey"
"2061","tt0549621","tvEpisode","On the Edge","On the Edge",0,"1994","\N","\N","Drama",NA,NA,1985,"Drama","Trail running","A distance runner (Bruce Dern) fights for amateurs' rights during California's Dipsea Race.","athletics"
"2062","tt0549622","tvEpisode","Pegasus","Pegasus",0,"1994","\N","\N","Drama",NA,NA,2019,"Comedy","Rallying","Chinese comedy about a former rally driver on his comeback trail","autoracing"
"2063","tt0550049","tvEpisode","Grudge Match","Grudge Match",0,"2004","\N","\N","Comedy",8.1,8,2013,"Comedy","","Washed-up boxers (Robert De Niro, Sylvester Stallone) square off one last time.","boxing"
"2064","tt0550273","tvEpisode","A League of Their Own","A League of Their Own",0,"1996","\N","\N","Comedy",NA,NA,1992,"Comedy","","A fictionalized account of the All-American Girls Professional Baseball League of the 1940s, starring Geena Davis and Tom Hanks.","baseball"
"2065","tt0550715","tvEpisode","There's No Place Like Home","There's No Place Like Home",0,"2002","\N","43","Crime,Drama,Mystery",7.7,130,2012,"Documentary","","Made for TV as a part of ESPN's 30 for 30 series looking at the attempt to bring James Naismith's Original Rules of Basketball back to the University of Kansas, where Naismith worked for over 40 years.","basketball"
"2066","tt0550738","tvEpisode","Breaking Away","Breaking Away",0,"1996","\N","\N","Drama",NA,NA,1979,"Comedy-drama","Road racing and Little 500","Four Bloomington, Indiana friends team up in Little 500 race. Golden Globe winner and five Oscar nominations.","cycling"
"2067","tt0551541","tvEpisode","The Replacements","The Replacements",0,"2005","\N","\N","Game-Show,Reality-TV",NA,NA,2000,"Comedy","","Keanu Reeves in a fictional story about replacement players on a pro team during a league strike, loosely based on the 1987 National Football League strike which resulted in team's using replacement players.","football"
"2068","tt0551798","tvEpisode","The Replacements","The Replacements",0,"1995","\N","28","Comedy",7.5,86,2000,"Comedy","","Keanu Reeves in a fictional story about replacement players on a pro team during a league strike, loosely based on the 1987 National Football League strike which resulted in team's using replacement players.","football"
"2069","tt0552120","tvEpisode","Bloodsport","Bloodsport",0,"1990","\N","\N","Drama",NA,NA,1988,"Action","MMA","Frank Dux (played by Van Damme), a Canadian, enters a competition in Hong Kong.","martialArts"
"2070","tt0553392","tvEpisode","Power Play","Power Play",0,"1980","\N","49","Drama,Romance",7.7,157,1994,"Drama","","Robbie Steele, ambitious Vancouver attorney, wants to win at all costs. She needs a former pro hockey star to sign with her client's struggling team.","ice hockey"
"2071","tt0553467","tvEpisode","The Quest","The Quest",0,"1981","\N","49","Drama,Romance",7.3,129,1996,"Action","MMA","In 1925, a pickpocket flees America, ends up fighting for his life near Siam.","martialArts"
"2072","tt0553659","tvEpisode","The Big Fix","The Big Fix",0,"1955","\N","\N","Comedy,Drama",NA,NA,1947,"Drama","","Army vet Ken Williams, a basketball hero, is threatened to fix his school's games.","basketball"
"2073","tt0554989","tvEpisode","Sticks and Stones","Sticks and Stones",0,"1959","\N","30","Drama",NA,NA,2008,"Biographical","","Based on a true story, the captain of a Canadian Pee-Wee hockey team works to make amends for the horrible treatment an American team received during a visit to Canada in March, 2003.","ice hockey"
"2074","tt0555085","tvEpisode","All the Right Moves","All the Right Moves",0,"2003","\N","42","Drama,Romance",6.7,195,1983,"Drama","","A high school football player	(Tom Cruise)'s contentious relationship with his coach (Craig T. Nelson) may derail his plans to get a college football scholarship.","football"
"2075","tt0556105","tvEpisode","Bad Boys","Bad Boys",0,"1999","\N","44","Drama,Western",8.2,7,2014,"Documentary","","Made for TV as part of ESPN's 30 for 30 series. A look back at the Detroit Pistons of late 1980s and early 1990s.","basketball"
"2076","tt0556144","tvEpisode","Winner Take All","Winner Take All",0,"1998","\N","\N","Drama,Western",7.3,7,1932,"Drama","","Washed-up Jimmy Kane (James Cagney) fights to help a young widow.","boxing"
"2077","tt0556144","tvEpisode","Winner Take All","Winner Take All",0,"1998","\N","\N","Drama,Western",7.3,7,1939,"Drama","","Rodeo cowpoke turned pugilist fights for a female sportswriter (Gloria Stuart).","boxing"
"2078","tt0556492","tvEpisode","Hole in One","Hole in One",0,"1990","\N","30","Comedy",8.7,25,2010,"Comedy","","Farce about a young man who joins women's golf tour.","golf"
"2079","tt0556836","tvEpisode","The Luck of the Irish","The Luck of the Irish",0,"1957","\N","25","Western",7.4,26,2001,"Comedy","","TV family film about a junior high school student.","basketball"
"2080","tt0557330","tvEpisode","Against All Odds","Against All Odds",0,"2003","\N","23","Drama,Romance",7.5,112,1984,"Drama","","Pro receiver (Jeff Bridges) develops fatal attraction to daughter of team's corrupt owner","football"
"2081","tt0557629","tvEpisode","College","College",0,"1999","\N","\N","Comedy,Talk-Show",NA,NA,1927,"Comedy","","Silent film with Buster Keaton trying multiple sports.","athletics"
"2082","tt0558689","tvEpisode","Tough Enough","Tough Enough",0,"1990","\N","30","Comedy",6.9,77,1983,"Drama","","A ""toughman"" tournament is entered by a Texas musician (Dennis Quaid).","boxing"
"2083","tt0558692","tvEpisode","Viva Las Vegas","Viva Las Vegas",0,"1992","\N","\N","Comedy",6.4,58,1964,"Musical","Sports car","Elvis Presley is out to win the big race and Ann-Margret.","autoracing"
"2084","tt0558885","tvEpisode","The Champ","The Champ",0,"1961","\N","30","Action,Crime,Drama",NA,NA,1931,"Drama","","Story of a boy's love for a doomed ex-boxer. Academy Award for Wallace Beery.","boxing"
"2085","tt0558885","tvEpisode","The Champ","The Champ",0,"1961","\N","30","Action,Crime,Drama",NA,NA,1979,"Drama","","Remake of '30s melodrama about a child who worships a has-been boxer (Jon Voight).","boxing"
"2086","tt0559038","tvEpisode","Fairway to Heaven","Fairway to Heaven",0,"1999","\N","30","Comedy,Romance",7.5,117,2007,"Comedy","","A former hot-shot junior golfer still dreams of becoming famous.","golf"
"2087","tt0559136","tvEpisode","The Kid","The Kid",0,"1998","\N","\N","Comedy",NA,NA,1997,"Drama","","A teen boxes while keeping it a secret from his parents. Stars Rod Steiger.","boxing"
"2088","tt0559707","tvEpisode","The Champion","The Champion",0,"1979","\N","25","Action,Adventure,Biography",6.8,19,1915,"Short, comedy","","Charlie Chaplin puts a ""good luck"" horseshoe into his boxing glove and wins.","boxing"
"2089","tt0560231","tvEpisode","There's No Place Like Home","There's No Place Like Home",0,"1989","\N","23","Comedy",6.9,33,2012,"Documentary","","Made for TV as a part of ESPN's 30 for 30 series looking at the attempt to bring James Naismith's Original Rules of Basketball back to the University of Kansas, where Naismith worked for over 40 years.","basketball"
"2090","tt0561074","tvEpisode","Gus","Gus",0,"1977","\N","\N","Adventure,Drama,Family",7.1,13,1976,"Comedy","","Disney tale of a mule that is able to take a slumping pro football team to the Super Bowl by winning with the ability to kick field-length field goals.","football"
"2091","tt0561310","tvEpisode","The Love Bug","The Love Bug",0,"1979","\N","60","Adventure,Drama,Family",8.4,23,1968,"Family","","Demolition derby driver gets his hands on a magical Volkswagen.","autoracing"
"2092","tt0561310","tvEpisode","The Love Bug","The Love Bug",0,"1979","\N","60","Adventure,Drama,Family",8.4,23,1997,"Comedy","","Made-for-TV remake of original 1968 film of the same title.","autoracing"
"2093","tt0561877","tvEpisode","The Luck of the Irish","The Luck of the Irish",0,"1970","\N","\N","Crime,Drama",NA,NA,2001,"Comedy","","TV family film about a junior high school student.","basketball"
"2094","tt0561987","tvEpisode","Hero","Hero",0,"2001","\N","\N","Crime,Drama,Mystery",7.6,9,2010,"Drama","","Christian film about fathers and sons.","baseball"
"2095","tt0562356","tvEpisode","The Fighter","The Fighter",0,"1971","\N","\N","Crime,Drama",NA,NA,1952,"Drama","","A story by Jack London about a fighter during the 1910 Mexican rebellion.","boxing"
"2096","tt0562356","tvEpisode","The Fighter","The Fighter",0,"1971","\N","\N","Crime,Drama",NA,NA,1983,"Drama","","A Vietnam vet turns to boxing to raise money.","boxing"
"2097","tt0562356","tvEpisode","The Fighter","The Fighter",0,"1971","\N","\N","Crime,Drama",NA,NA,2010,"Biographical","","Story of Micky Ward (Mark Wahlberg) and half-brother Dicky Eklund (Christian Bale). Oscars for Bale and Melissa Leo.","boxing"
"2098","tt0562441","tvEpisode","The Set-Up","The Set-Up",0,"1969","\N","\N","Crime,Drama",NA,NA,1949,"Film noir","","A has-been boxer's manager bets on him to lose, with dire consequences if he doesn't.","boxing"
"2099","tt0562479","tvEpisode","Touch and Go","Touch and Go",0,"1966","\N","\N","Crime,Drama",NA,NA,1986,"Romance","","A National Hockey League player (Michael Keaton) falls for a young single mom.","ice hockey"
"2100","tt0562495","tvEpisode","Whiplash","Whiplash",0,"1972","\N","\N","Crime,Drama",NA,NA,1948,"Film noir","","A painter adopts the ring name ""Mike Angelo"" when he fights for a sadistic club owner.","boxing"
"2101","tt0562601","tvEpisode","The Runner","The Runner",0,"1974","\N","60","Drama",NA,NA,2009,"","Ultra Trail","","athletics"
"2102","tt0562631","tvEpisode","Breaking Away","Breaking Away",0,"2004","\N","\N","Drama,Family,Romance",8.2,20,1979,"Comedy-drama","Road racing and Little 500","Four Bloomington, Indiana friends team up in Little 500 race. Golden Globe winner and five Oscar nominations.","cycling"
"2103","tt0562645","tvEpisode","Fearless","Fearless",0,"2002","\N","\N","Drama,Family,Romance",7.9,26,2006,"Biography","Various","Biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.","martialArts"
"2104","tt0562689","tvEpisode","The Checkered Flag","The Checkered Flag",0,"2003","\N","\N","Drama,Family,Romance",8.2,18,1926,"","","","autoracing"
"2105","tt0562696","tvEpisode","The Ride","The Ride",0,"2001","\N","\N","Drama,Family,Romance",8.6,25,2010,"Documentary","","Explores a season on the Professional Bull Riders' top circuit.","rodeo"
"2106","tt0563259","tvEpisode","Billie","Billie",0,"2003","\N","\N","Drama",NA,NA,1965,"Comedy","Sprints","Patty Duke as a high school athlete who competes with boys.","athletics"
"2107","tt0563273","tvEpisode","Brothers","Brothers",0,"2005","\N","\N","Drama",NA,NA,2015,"Drama","MMA","Bollywood film. The official remake of Warrior","martialArts"
"2108","tt0563450","tvEpisode","Iron Man","Iron Man",0,"2005","\N","\N","Drama",NA,NA,1931,"Drama","","Lightweight contender Kid Mason is betrayed by his scheming wife (Jean Harlow).","boxing"
"2109","tt0563450","tvEpisode","Iron Man","Iron Man",0,"2005","\N","\N","Drama",NA,NA,1951,"Drama","","A coal miner turned prizefighter loses control inside the ring.","boxing"
"2110","tt0563560","tvEpisode","On the Ropes","On the Ropes",0,"2004","\N","\N","Drama",NA,NA,1999,"Documentary","","A coach takes three young boxers under his wing.","boxing"
"2111","tt0563667","tvEpisode","Sticks and Stones","Sticks and Stones",0,"2004","\N","\N","Drama",NA,NA,2008,"Biographical","","Based on a true story, the captain of a Canadian Pee-Wee hockey team works to make amends for the horrible treatment an American team received during a visit to Canada in March, 2003.","ice hockey"
"2112","tt0563771","tvEpisode","Under My Skin","Under My Skin",0,"2003","\N","\N","Drama",NA,NA,1950,"Drama","","A jockey (John Garfield) races in Europe, is pursued by a mobster.","horse"
"2113","tt0564604","tvEpisode","The Forward Pass","The Forward Pass",0,"1971","\N","24","Comedy",7.2,26,1929,"Comedy","","A co-ed (Loretta Young) persuades a reluctant star to return to the gridiron.","football"
"2114","tt0564614","tvEpisode","The Prizefighter and the Lady","The Prizefighter and the Lady",0,"1970","\N","23","Comedy",6.1,30,1933,"Romantic Comedy","","Real-life boxer Max Baer co-stars in a glove story with Myrna Loy.","boxing"
"2115","tt0565343","tvEpisode","Crossing the Line","Crossing the Line",0,"1994","\N","60","Drama,Family,Western",7.6,127,2002,"Drama","","A coach of a girls' team clashes with angry parents.","basketball"
"2116","tt0565365","tvEpisode","Hell on Wheels","Hell on Wheels",0,"1995","\N","60","Drama,Family,Western",8.2,109,2005,"Documentary","Road Racing","Germany film about 2003 Tour de France.","cycling"
"2117","tt0565673","tvEpisode","The Hammer","The Hammer",0,"1967","\N","30","Crime,Drama,Mystery",7.5,159,2007,"Comedy","","A 40-year-old carpenter (Adam Carolla) gets shot at U.S. Olympic boxing team.","boxing"
"2118","tt0565787","tvEpisode","The Big Game","The Big Game",0,"1957","\N","30","Crime,Drama,Mystery",NA,NA,1936,"Comedy","","A gambler kidnaps Atlantic's quarterback before the big game vs. Erie.","football"
"2119","tt0565988","tvEpisode","Sticks and Stones","Sticks and Stones",0,"2003","\N","40","Crime,Drama",7.9,32,2008,"Biographical","","Based on a true story, the captain of a Canadian Pee-Wee hockey team works to make amends for the horrible treatment an American team received during a visit to Canada in March, 2003.","ice hockey"
"2120","tt0566208","tvEpisode","Trojan War","Trojan War",0,"1990","\N","\N","Comedy",7.2,45,2015,"Documentary","","Made for TV as a part of ESPN's 30 for 30 series. Examines the return to prominence of the USC Trojans under Pete Carroll and the pay-for-play scandal that tarnished Carroll's success.","football"
"2121","tt0566220","tvEpisode","Up the River","Up the River",0,"1990","\N","\N","Comedy",6.4,44,1930,"Comedy","","A game behind bars brings Spencer Tracy, Humphrey Bogart out of the pen.","baseball"
"2122","tt0566220","tvEpisode","Up the River","Up the River",0,"1990","\N","\N","Comedy",6.4,44,1938,"Comedy","","A couple of con men end up involved in a prison football game.","football"
"2123","tt0566426","tvEpisode","Golden Boy","Golden Boy",0,"1998","\N","\N","Comedy",7.2,102,1939,"Drama","","A promising violinist (William Holden) risks his hands by prizefighting.","boxing"
"2124","tt0566616","tvEpisode","Baseball","Baseball",0,"1991","\N","24","Comedy",7.7,23,1994,"Documentary","","Comprehensive history of the game, 18 hours-plus, as chronicled by Ken Burns.","baseball"
"2125","tt0566693","tvEpisode","Body and Soul","Body and Soul",0,"1959","\N","90","Comedy,Drama,History",NA,NA,1947,"Film noir","","John Garfield is a boxer involved with corrupt promoters. Three Oscar nominations.","boxing"
"2126","tt0566693","tvEpisode","Body and Soul","Body and Soul",0,"1959","\N","90","Comedy,Drama,History",NA,NA,1981,"Drama","","Based on 1947 version, with Leon Isaac Kennedy and then-wife Jayne Kennedy.","boxing"
"2127","tt0566698","tvEpisode","Heaven Can Wait","Heaven Can Wait",0,"1960","\N","90","Comedy,Drama,History",NA,NA,1978,"Comedy","","A remake of Here Comes Mr. Jordan, but with football as backdrop instead of boxing. Warren Beatty as owner-quarterback of the Rams.","football"
"2128","tt0567378","tvEpisode","The Champion","The Champion",0,"1970","\N","\N","Drama",NA,NA,1915,"Short, comedy","","Charlie Chaplin puts a ""good luck"" horseshoe into his boxing glove and wins.","boxing"
"2129","tt0567472","tvEpisode","The Announcement","The Announcement",0,"1987","\N","48","Drama,Romance",7.2,57,2012,"Documentary","","Made for TV follow-up to ESPN's 30 for 30 series. About the impact of Magic Johnson's 1991 announcement that he had tested positive for HIV.","basketball"
"2130","tt0567545","tvEpisode","The Ring","The Ring",0,"1984","\N","60","Drama,Romance",7,63,1927,"Drama","","Alfred Hitchcock silent film about a pugilist known as  ""One-Round Jack.""","boxing"
"2131","tt0567545","tvEpisode","The Ring","The Ring",0,"1984","\N","60","Drama,Romance",7,63,1952,"Drama","","A young Mexican (Lalo Ríos) seeks respect of Americans and love of a beauty (Rita Moreno).","boxing"
"2132","tt0567556","tvEpisode","The Shakedown","The Shakedown",0,"1982","\N","49","Drama,Romance",7.5,86,1929,"Drama","","A boxer who makes a living losing fixed matches decides to turn his life around.","boxing"
"2133","tt0567602","tvEpisode","Viva Las Vegas","Viva Las Vegas",0,"1981","\N","49","Drama,Romance",7.5,104,1964,"Musical","Sports car","Elvis Presley is out to win the big race and Ann-Margret.","autoracing"
"2134","tt0567835","tvEpisode","Hero","Hero",0,"1993","\N","\N","Drama",NA,NA,2010,"Drama","","Christian film about fathers and sons.","baseball"
"2135","tt0568096","tvEpisode","Split Decisions","Split Decisions",0,"2006","\N","45","Drama,Romance",7.7,625,1988,"Drama","","Gene Hackman as a trainer and father of two totally different sons.","boxing"
"2136","tt0568099","tvEpisode","Sticks and Stones","Sticks and Stones",0,"1999","\N","45","Drama,Romance",7.7,358,2008,"Biographical","","Based on a true story, the captain of a Canadian Pee-Wee hockey team works to make amends for the horrible treatment an American team received during a visit to Canada in March, 2003.","ice hockey"
"2137","tt0568349","tvEpisode","Rocky Marciano","Rocky Marciano",0,"2000","\N","\N","Biography,Documentary,History",7.8,8,1999,"Biographical","","A television film with Jon Favreau portraying the undefeated champ.","boxing"
