sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
146963,https://sofifa.com/player/146963/javier-pinola/220002,J. Pinola,Javier Horacio Pinola,CB,76,76,1300000.0,11000.0,38,1983-02-24,180,79,1876.0,River Plate,Argentina Primera División,1,SUB,22,,2017-06-27,2021,52,Argentina,,,,Left,3,2,2,High/High,Normal (170-185),No,1800000,,"Long Throw-in, Dives Into Tackles (AI)",63,59,70,69,75,76,68,51,73,75,49,68,65,55,69,70,61,65,67,70,62,74,80,64,77,60,87,74,68,67,59,75,75,77,75,8,12,11,7,11,,66+2,66+2,66+2,66,67,67,67,66,67+2,67+2,67+2,67+2,69+2,69+2,69+2,67+2,71+2,73+2,73+2,73+2,71+2,71+2,76,76,76,71+2,16+2,https://cdn.sofifa.net/players/146/963/22_120.png,https://cdn.sofifa.net/teams/1876/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
151508,https://sofifa.com/player/151508/steven-davis/220002,S. Davis,Steven Davis,CM,76,76,2400000.0,36000.0,36,1985-01-01,173,70,86.0,Rangers FC,Scottish Premiership,1,CM,10,,2019-07-01,2022,35,Northern Ireland,110081.0,RDM,8,Right,3,3,2,Medium/High,Normal (170-185),Yes,4300000,,"Solid Player, Leadership, Long Passer (AI), Playmaker (AI), Team Player",39,63,76,76,74,68,72,58,64,79,64,75,73,69,78,78,41,37,74,77,81,70,77,76,59,63,77,74,71,75,62,78,75,75,74,9,7,13,9,11,,66+2,66+2,66+2,68,69,69,69,68,72+2,72+2,72+2,70+2,76,76,76,70+2,72+2,76,76,76,72+2,70+2,72+2,72+2,72+2,70+2,17+2,https://cdn.sofifa.net/players/151/508/22_120.png,https://cdn.sofifa.net/teams/86/60.png,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.sofifa.net/teams/110081/60.png,https://cdn.sofifa.net/flags/gb-nir.png
152554,https://sofifa.com/player/152554/gael-clichy/220002,G. Clichy,Gaël Dimitri Clichy,LB,76,76,2300000.0,13000.0,35,1985-07-26,176,65,324.0,Servette FC,Swiss Super League,1,LB,3,,2020-12-02,2022,18,France,,,,Left,4,4,3,Medium/Medium,Lean (170-185),Yes,3300000,,Long Throw-in,75,43,69,74,73,67,74,34,68,76,59,75,64,38,73,74,75,75,76,71,73,52,70,80,66,43,54,75,68,59,45,73,72,76,72,10,11,9,11,6,,62+3,62+3,62+3,68,65,65,65,68,67+3,67+3,67+3,71+3,70+3,70+3,70+3,71+3,75+1,73+3,73+3,73+3,75+1,74+2,71+3,71+3,71+3,74+2,16+3,https://cdn.sofifa.net/players/152/554/22_120.png,https://cdn.sofifa.net/teams/324/60.png,https://cdn.sofifa.net/flags/ch.png,,https://cdn.sofifa.net/flags/fr.png
152916,https://sofifa.com/player/152916/rubens-sambueza/220002,R. Sambueza,Rubens Omar Óscar Sambueza,"RM, CAM, RW",76,76,2400000.0,16000.0,37,1984-01-01,180,76,1882.0,Deportivo Toluca,Mexican Liga MX,1,RW,14,,2020-07-15,2021,52,Argentina,,,,Left,3,4,1,High/Low,Normal (170-185),No,4100000,,"Leadership, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",66,72,79,78,47,71,76,70,57,81,61,77,81,77,74,80,65,66,75,72,82,73,67,70,66,75,86,60,75,80,73,85,33,48,46,8,6,8,9,16,,71+2,71+2,71+2,75,75,75,75,75,76,76,76,75+1,75+1,75+1,75+1,75+1,64+2,66+2,66+2,66+2,64+2,61+2,58+2,58+2,58+2,61+2,17+2,https://cdn.sofifa.net/players/152/916/22_120.png,https://cdn.sofifa.net/teams/1882/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/ar.png
154950,https://sofifa.com/player/154950/yuriy-zhirkov/220002,Y. Zhirkov,Yuriy Zhirkov,"LB, LM",76,76,,,37,1983-08-20,180,75,,,,,,,,,,40,Russia,1357.0,LM,18,Left,2,4,2,High/Medium,Lean (170-185),Yes,,,Speed Dribbler (AI),73,70,75,77,73,68,78,66,57,77,67,78,79,74,72,77,72,73,75,74,73,74,54,66,67,74,74,74,75,72,72,81,75,74,76,6,6,14,7,10,,71+2,71+2,71+2,75,74,74,74,75,75+1,75+1,75+1,74+2,74+2,74+2,74+2,74+2,75+1,74+2,74+2,74+2,75+1,74+2,72+2,72+2,72+2,74+2,15+2,https://cdn.sofifa.net/players/154/950/22_120.png,,,https://cdn.sofifa.net/teams/1357/60.png,https://cdn.sofifa.net/flags/ru.png
158625,https://sofifa.com/player/158625/dante-bonfim-costa-santos/220002,Dante,Dante Bonfim da Costa Santos,CB,76,76,1300000.0,20000.0,37,1983-10-18,189,91,72.0,OGC Nice,French Ligue 1,1,LCB,4,,2016-08-23,2022,54,Brazil,,,,Left,4,3,3,Low/High,Normal (185+),Yes,2500000,,"Leadership, Team Player",32,51,67,64,78,76,58,47,78,74,48,58,51,55,76,74,33,32,48,72,60,62,67,61,85,53,74,76,41,62,57,77,78,79,78,14,8,10,6,13,,58+3,58+3,58+3,56,58,58,58,56,61+3,61+3,61+3,59+3,68+3,68+3,68+3,59+3,67+3,75+1,75+1,75+1,67+3,68+3,76,76,76,68+3,17+3,https://cdn.sofifa.net/players/158/625/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/br.png
162895,https://sofifa.com/player/162895/francesc-fabregas-i-soler/220002,Cesc Fàbregas,Francesc Fàbregas i Soler,"CM, CAM, CDM",76,76,3500000.0,44000.0,34,1987-05-04,179,76,69.0,AS Monaco,French Ligue 1,1,SUB,4,,2019-01-11,2022,45,Spain,,,,Right,3,3,4,Medium/Medium,Normal (170-),Yes,6700000,,"Leadership, Long Passer (AI), Playmaker (AI)",40,67,81,75,62,55,74,63,57,83,68,75,78,79,82,80,42,38,62,76,70,70,50,41,62,68,54,64,68,86,78,84,68,58,53,6,10,8,15,15,,66+3,66+3,66+3,70,71,71,71,70,74+2,74+2,74+2,70+3,75+1,75+1,75+1,70+3,64+3,69+3,69+3,69+3,64+3,61+3,62+3,62+3,62+3,61+3,18+3,https://cdn.sofifa.net/players/162/895/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/es.png
163264,https://sofifa.com/player/163264/tom-heaton/220002,T. Heaton,Tom Heaton,GK,76,76,825000.0,42000.0,35,1986-04-15,188,85,11.0,Manchester United,English Premier League,1,RES,22,,2021-07-02,2023,14,England,,,,Right,3,1,2,Medium/Medium,Normal (185+),Yes,1500000,,"GK Long Throw, Team Player",,,,,,,17,12,16,32,12,17,15,13,37,28,56,55,54,71,52,56,73,40,66,12,31,24,12,46,24,62,16,15,13,74,75,74,78,75,56,31+2,31+2,31+2,30,32,32,32,30,32+2,32+2,32+2,32+2,33+2,33+2,33+2,32+2,30+2,32+2,32+2,32+2,30+2,30+2,29+2,29+2,29+2,30+2,75+1,https://cdn.sofifa.net/players/163/264/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
163925,https://sofifa.com/player/163925/alessandro-diamanti/220002,A. Diamanti,Alessandro Diamanti,"CAM, RW",76,76,2400000.0,3000.0,38,1983-05-02,180,75,114023.0,Western United FC,Australian Hyundai A-League,1,CAM,23,,2019-07-25,2022,27,Italy,,,,Left,2,4,1,Medium/Medium,Normal (170-185),No,3000000,,"Leadership, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Chip Shot (AI)",58,72,78,79,33,64,77,64,54,80,74,81,77,80,74,82,62,55,75,68,69,81,48,65,66,78,60,30,77,77,77,74,32,32,28,14,7,10,14,11,,71+2,71+2,71+2,74,74,74,74,74,76,76,76,74+2,72+2,72+2,72+2,74+2,56+2,57+2,57+2,57+2,56+2,52+2,46+2,46+2,46+2,52+2,18+2,https://cdn.sofifa.net/players/163/925/22_120.png,https://cdn.sofifa.net/teams/114023/60.png,https://cdn.sofifa.net/flags/au.png,,https://cdn.sofifa.net/flags/it.png
164859,https://sofifa.com/player/164859/theo-walcott/220002,T. Walcott,Theo Walcott,RM,76,76,6000000.0,49000.0,32,1989-03-16,176,68,17.0,Southampton,English Premier League,1,SUB,32,,2021-07-01,2023,14,England,,,,Right,2,3,3,Medium/Medium,Lean (170-185),Yes,11400000,,"Injury Prone, Speed Dribbler (AI)",85,70,69,78,39,59,73,70,58,70,71,78,76,74,61,78,86,84,79,76,77,76,59,61,55,65,65,35,74,67,69,74,37,39,36,11,8,9,9,8,,72+3,72+3,72+3,75,75,75,75,75,73+3,73+3,73+3,74+2,67+3,67+3,67+3,74+2,60+3,56+3,56+3,56+3,60+3,57+3,50+3,50+3,50+3,57+3,16+3,https://cdn.sofifa.net/players/164/859/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
167575,https://sofifa.com/player/167575/anton-shunin/220002,A. Shunin,Anton Shunin,GK,76,76,,,34,1987-01-27,191,88,,,,,,,,,,40,Russia,1357.0,GK,1,Left,3,1,1,Medium/Medium,Lean (185+),No,,,Team Player,,,,,,,18,11,12,28,16,14,15,13,30,20,50,39,43,71,48,53,64,30,68,12,36,22,13,47,21,42,16,14,17,77,73,70,75,78,46,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,27+2,29+2,29+2,29+2,27+2,27+2,28+2,28+2,28+2,27+2,75+1,https://cdn.sofifa.net/players/167/575/22_120.png,,,https://cdn.sofifa.net/teams/1357/60.png,https://cdn.sofifa.net/flags/ru.png
167959,https://sofifa.com/player/167959/marcelo-grohe/220002,Marcelo Grohe,Marcelo Grohe,GK,76,76,1300000.0,27000.0,34,1987-01-13,188,81,607.0,Al Ittihad,Saudi Abdul L. Jameel League,1,GK,34,,2019-01-02,2022,54,Brazil,,,,Right,2,1,2,Medium/Medium,Normal (185+),No,2200000,,Leadership,,,,,,,10,12,14,35,10,11,18,13,22,23,43,32,40,72,34,50,45,28,65,13,45,27,13,63,24,69,14,10,17,76,75,66,76,78,39,28+2,28+2,28+2,27,30,30,30,27,32+2,32+2,32+2,28+2,32+2,32+2,32+2,28+2,26+2,31+2,31+2,31+2,26+2,26+2,28+2,28+2,28+2,26+2,75+1,https://cdn.sofifa.net/players/167/959/22_120.png,https://cdn.sofifa.net/teams/607/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/br.png
168621,https://sofifa.com/player/168621/jose-carlos-goncalves-rodrigues/220002,Zeca,José Carlos Gonçalves Rodrigues,"CDM, CM",76,76,5000000.0,20000.0,32,1988-08-31,182,67,819.0,F.C. København,Danish Superliga,1,RDM,10,,2017-08-28,2023,22,Greece,1338.0,RDM,8,Right,3,3,1,Medium/High,Lean (170-185),No,6500000,,"Dives Into Tackles (AI), Leadership, Outside Foot Shot",75,61,69,71,73,77,63,59,58,74,63,69,68,59,75,72,74,76,73,76,74,68,70,92,68,60,81,78,65,66,56,80,74,75,72,10,10,9,13,6,,67+2,67+2,67+2,69,69,69,69,69,70+2,70+2,70+2,71+2,73+2,73+2,73+2,71+2,75+1,75+1,75+1,75+1,75+1,74+2,73+2,73+2,73+2,74+2,17+2,https://cdn.sofifa.net/players/168/621/22_120.png,https://cdn.sofifa.net/teams/819/60.png,https://cdn.sofifa.net/flags/dk.png,https://cdn.sofifa.net/teams/1338/60.png,https://cdn.sofifa.net/flags/gr.png
169705,https://sofifa.com/player/169705/ryan-bertrand/220002,R. Bertrand,Ryan Bertrand,LB,76,76,5500000.0,70000.0,31,1989-08-05,179,85,95.0,Leicester City,English Premier League,1,LB,5,,2021-07-15,2023,14,England,,,,Left,3,3,2,High/Medium,Normal (170-185),Yes,10500000,,Dives Into Tackles (AI),74,53,72,75,73,71,75,50,68,76,43,76,71,66,69,76,75,73,73,70,69,59,72,70,69,54,77,76,63,65,52,73,70,76,75,11,13,15,10,15,,65+2,65+2,65+2,70,68,68,68,70,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,74+2,73+2,73+2,73+2,74+2,19+2,https://cdn.sofifa.net/players/169/705/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
169706,https://sofifa.com/player/169706/jack-cork/220002,J. Cork,Jack Cork,"CDM, CM",76,76,5000000.0,31000.0,32,1989-06-25,184,75,1796.0,Burnley,English Premier League,1,SUB,4,,2017-07-11,2022,14,England,,,,Right,4,3,2,Low/High,Normal (170-185),Yes,9500000,,,44,60,71,69,75,77,69,54,70,78,53,66,74,64,74,76,52,37,61,74,63,73,75,82,75,63,75,77,63,61,60,79,76,76,70,13,11,16,6,6,,65+2,65+2,65+2,65,65,65,65,65,67+2,67+2,67+2,67+2,72+2,72+2,72+2,67+2,72+2,75+1,75+1,75+1,72+2,71+2,74+2,74+2,74+2,71+2,17+2,https://cdn.sofifa.net/players/169/706/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
170320,https://sofifa.com/player/170320/lorenzo-de-silvestri/220002,L. De Silvestri,Lorenzo De Silvestri,"RB, RM",76,76,3900000.0,28000.0,33,1988-05-23,186,84,189.0,Bologna,Italian Serie A,1,RB,29,,2020-09-17,2022,27,Italy,,,,Right,3,3,2,Medium/Medium,Normal (185+),No,6600000,,Long Throw-in,73,67,71,73,73,75,77,64,78,74,58,74,65,62,71,75,70,75,65,74,58,74,73,74,78,70,71,72,74,65,52,72,72,73,73,15,11,10,14,14,,72+2,72+2,72+2,72,72,72,72,72,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,20+2,https://cdn.sofifa.net/players/170/320/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
170719,https://sofifa.com/player/170719/diego-buonanotte/220002,D. Buonanotte,Diego Mario Buonanotte Rende,CAM,76,76,4700000.0,14000.0,33,1988-04-19,161,57,110975.0,Universidad Católica,Chilian Campeonato Nacional,1,SUB,18,,2016-07-20,2021,52,Argentina,,,,Left,4,4,1,High/Low,Lean (170-),Yes,6600000,#Acrobat,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",83,67,76,79,30,37,72,62,36,78,61,77,78,76,75,77,81,85,92,70,95,69,64,55,29,77,30,25,72,77,69,68,35,31,18,15,16,16,9,13,,66+2,66+2,66+2,75,74,74,74,75,76,76,76,74+2,70+2,70+2,70+2,74+2,55+2,51+2,51+2,51+2,55+2,51+2,38+2,38+2,38+2,51+2,20+2,https://cdn.sofifa.net/players/170/719/22_120.png,https://cdn.sofifa.net/teams/110975/60.png,https://cdn.sofifa.net/flags/cl.png,,https://cdn.sofifa.net/flags/ar.png
170733,https://sofifa.com/player/170733/gervais-yao-kouassi/220002,Gervinho,Gervais Lombe Yao Kouassi,"LW, RW",76,76,3500000.0,28000.0,34,1987-05-27,179,65,436.0,Trabzonspor,Turkish Süper Lig,1,RW,27,,2021-07-01,2023,108,Côte d'Ivoire,,,,Right,3,4,3,High/Low,Lean (170-185),No,7000000,#Speedster,Speed Dribbler (AI),91,68,68,77,35,57,72,68,63,68,68,77,69,43,65,76,91,91,85,74,76,69,59,73,52,64,49,39,78,74,63,72,35,29,15,14,5,12,10,13,,72+3,72+3,72+3,76,75,75,75,76,74+2,74+2,74+2,76,68+3,68+3,68+3,76,58+3,54+3,54+3,54+3,58+3,55+3,45+3,45+3,45+3,55+3,18+3,https://cdn.sofifa.net/players/170/733/22_120.png,https://cdn.sofifa.net/teams/436/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ci.png
172723,https://sofifa.com/player/172723/asmir-begovic/220002,A. Begović,Asmir Begović,GK,76,76,1300000.0,49000.0,34,1987-06-20,199,101,7.0,Everton,English Premier League,1,SUB,15,,2021-07-20,2022,8,Bosnia and Herzegovina,,,,Right,2,1,3,Medium/Medium,Lean (185+),Yes,2500000,,"Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,14,19,12,26,12,16,17,15,32,24,47,48,46,70,40,55,38,36,79,12,42,21,11,34,40,58,18,11,12,76,77,73,74,76,47,31+3,31+3,31+3,27,29,29,29,27,28+3,28+3,28+3,29+3,28+3,28+3,28+3,29+3,27+3,29+3,29+3,29+3,27+3,26+3,28+3,28+3,28+3,26+3,75+1,https://cdn.sofifa.net/players/172/723/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ba.png
173208,https://sofifa.com/player/173208/domenico-criscito/220002,D. Criscito,Domenico Criscito,"CB, LB, LM",76,76,2400000.0,16000.0,34,1986-12-30,183,75,110556.0,Genoa,Italian Serie A,1,LCB,4,,2018-07-01,2022,27,Italy,,,,Left,3,3,2,Medium/High,Lean (170-185),No,4300000,,"Solid Player, Leadership, Long Passer (AI)",73,61,75,72,78,71,79,56,69,75,62,72,72,66,76,73,73,73,69,75,65,68,78,69,69,59,78,79,68,72,78,74,80,79,78,13,10,16,9,9,,68+2,68+2,68+2,71,70,70,70,71,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,76,76,76,76,76,76,76,76,76,76,18+2,https://cdn.sofifa.net/players/173/208/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
173474,https://sofifa.com/player/173474/zlatko-junuzovic/220002,Z. Junuzović,Zlatko Junuzović,"CM, CDM, CAM",76,76,4600000.0,27000.0,33,1987-09-26,172,72,191.0,FC Red Bull Salzburg,Austrian Football Bundesliga,1,SUB,16,,2018-07-01,2022,4,Austria,,,,Right,4,3,2,High/High,Normal (170-185),No,6900000,,"Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player",70,73,79,80,67,69,80,68,54,78,83,79,88,82,76,80,75,66,87,71,84,78,74,81,62,76,71,73,71,77,70,79,68,66,63,15,9,11,15,8,,71+2,71+2,71+2,76,74,74,74,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,73+2,73+2,71+2,67+2,67+2,67+2,71+2,18+2,https://cdn.sofifa.net/players/173/474/22_120.png,https://cdn.sofifa.net/teams/191/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/at.png
176526,https://sofifa.com/player/176526/leonardo-burian/220002,L. Burián,Leonardo Fabián Burián Castro,GK,76,76,825000.0,7000.0,37,1984-01-21,188,81,110406.0,Club Atlético Colón,Argentina Primera División,1,GK,1,,2018-07-23,2022,60,Uruguay,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,1200000,,Comes For Crosses,,,,,,,13,15,12,40,13,19,15,15,39,38,47,49,63,74,59,55,78,44,69,19,45,28,15,33,25,57,10,18,14,76,72,73,78,76,48,33+2,33+2,33+2,32,33,33,33,32,35+2,35+2,35+2,33+2,36+2,36+2,36+2,33+2,32+2,35+2,35+2,35+2,32+2,30+2,31+2,31+2,31+2,30+2,75+1,https://cdn.sofifa.net/players/176/526/22_120.png,https://cdn.sofifa.net/teams/110406/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/uy.png
176930,https://sofifa.com/player/176930/marcelo-diaz/220002,M. Díaz,Marcelo Alfonso Díaz Rojas,"CDM, CM",76,76,2600000.0,1000.0,34,1986-12-30,167,68,111008.0,Club Libertad,Paraguayan Primera División,1,LDM,11,,2021-07-02,2024,55,Chile,,,,Right,3,3,1,Medium/High,Normal (170-),Yes,5700000,,"Injury Prone, Outside Foot Shot",58,65,78,75,69,73,71,55,63,82,65,70,83,72,80,80,65,53,75,77,91,79,72,77,68,73,80,73,65,77,69,81,72,67,68,2,2,2,2,2,,68+2,68+2,68+2,70,71,71,71,70,73+2,73+2,73+2,72+2,76,76,76,72+2,72+2,75+1,75+1,75+1,72+2,71+2,71+2,71+2,71+2,71+2,10+2,https://cdn.sofifa.net/players/176/930/22_120.png,https://cdn.sofifa.net/teams/111008/60.png,https://cdn.sofifa.net/flags/py.png,,https://cdn.sofifa.net/flags/cl.png
179765,https://sofifa.com/player/179765/emiliano-vecchio/220002,E. Vecchio,Emiliano Gabriel Vecchio,"CAM, CM",76,76,6000000.0,18000.0,32,1988-11-16,178,80,110580.0,Rosario Central,Argentina Primera División,1,CAM,10,,2020-08-11,2023,52,Argentina,,,,Right,3,3,1,Medium/Medium,Stocky (170-185),No,9000000,,"Playmaker (AI), Technical Dribbler (AI)",79,72,77,76,64,74,75,70,63,78,69,77,73,75,73,73,78,79,85,74,73,75,59,75,83,75,56,69,71,80,71,72,60,66,64,9,16,8,10,7,,73+2,73+2,73+2,75,75,75,75,75,76,76,76,75+1,75+1,75+1,75+1,75+1,72+2,71+2,71+2,71+2,72+2,70+2,67+2,67+2,67+2,70+2,17+2,https://cdn.sofifa.net/players/179/765/22_120.png,https://cdn.sofifa.net/teams/110580/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
181318,https://sofifa.com/player/181318/albin-ekdal/220002,A. Ekdal,Albin Ekdal,"CM, CDM",76,76,6000000.0,20000.0,31,1989-07-28,186,82,1837.0,U.C. Sampdoria,Italian Serie A,1,SUB,6,,2018-08-16,2022,46,Sweden,1363.0,LCM,8,Right,3,3,2,Medium/Medium,Lean (185+),Yes,10200000,,"Injury Prone, Playmaker (AI)",47,65,76,73,70,76,70,60,62,80,66,74,74,70,78,79,50,44,59,74,58,72,63,82,71,69,83,72,70,75,68,76,72,72,64,5,5,5,5,5,,67+2,67+2,67+2,69,70,70,70,69,72+2,72+2,72+2,71+2,76,76,76,71+2,71+2,75+1,75+1,75+1,71+2,69+2,71+2,71+2,71+2,69+2,13+2,https://cdn.sofifa.net/players/181/318/22_120.png,https://cdn.sofifa.net/teams/1837/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1363/60.png,https://cdn.sofifa.net/flags/se.png
182495,https://sofifa.com/player/182495/martin-caceres/220002,M. Cáceres,José Martín Cáceres Silva,"CB, RB",76,76,2400000.0,28000.0,34,1987-04-07,180,78,1842.0,Cagliari,Italian Serie A,1,SUB,4,,2021-09-01,2022,60,Uruguay,,,,Right,3,3,2,Medium/High,Lean (170-185),No,4100000,,"Long Throw-in, Injury Prone, Dives Into Tackles (AI), Early Crosser, Power Header",70,51,63,69,77,75,66,37,75,66,65,66,68,41,64,68,68,71,72,70,76,69,91,72,74,59,78,78,50,58,50,78,76,78,78,2,3,4,2,4,,61+2,61+2,61+2,62,61,61,61,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,72+2,72+2,72+2,72+2,72+2,73+2,76,76,76,73+2,10+2,https://cdn.sofifa.net/players/182/495/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/uy.png
182945,https://sofifa.com/player/182945/max-alain-gradel/220002,M. Gradel,Max-Alain Gradel,"LM, LW",76,76,4700000.0,19000.0,33,1987-11-30,175,70,101041.0,Demir Grup Sivasspor,Turkish Süper Lig,1,LM,7,,2020-08-16,2022,108,Côte d'Ivoire,,,,Right,4,4,2,High/Medium,Lean (170-185),Yes,9400000,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",78,77,71,79,42,63,68,79,65,70,67,78,68,72,67,79,80,76,83,76,75,75,72,74,59,78,59,51,77,78,75,79,31,40,35,11,12,8,10,12,,75+1,75+1,75+1,77-1,77-1,77-1,77-1,77-1,76,76,76,75+1,72+2,72+2,72+2,75+1,61+2,59+2,59+2,59+2,61+2,58+2,52+2,52+2,52+2,58+2,18+2,https://cdn.sofifa.net/players/182/945/22_120.png,https://cdn.sofifa.net/teams/101041/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ci.png
183130,https://sofifa.com/player/183130/marc-albrighton/220002,M. Albrighton,Marc Albrighton,"RM, RWB",76,76,6000000.0,76000.0,31,1989-11-18,175,74,95.0,Leicester City,English Premier League,1,SUB,11,,2014-07-01,2024,14,England,,,,Right,3,3,2,High/High,Lean (170-185),Yes,11400000,,"Early Crosser, Long Passer (AI), Team Player",70,68,76,76,61,66,84,67,45,74,72,77,80,73,72,77,72,68,73,74,78,73,61,75,60,67,73,56,72,76,60,70,69,62,57,15,9,8,15,14,,69+2,69+2,69+2,74,73,73,73,74,74+2,74+2,74+2,75+1,73+2,73+2,73+2,75+1,70+2,68+2,68+2,68+2,70+2,67+2,62+2,62+2,62+2,67+2,20+2,https://cdn.sofifa.net/players/183/130/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
183569,https://sofifa.com/player/183569/eric-maxim-choupo-moting/220002,E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,"ST, LW",76,76,6000000.0,63000.0,32,1989-03-23,191,90,21.0,FC Bayern München,German 1. Bundesliga,1,SUB,13,,2020-10-05,2023,103,Cameroon,,,,Right,4,3,2,High/Medium,Normal (185+),Yes,9900000,,"Flair, Team Player, Technical Dribbler (AI)",71,73,68,78,38,73,65,74,75,75,74,81,74,44,63,78,69,73,73,75,65,78,70,72,80,64,57,40,76,67,68,75,31,36,20,9,9,9,16,6,,76,76,76,74,75,75,75,74,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,57+2,57+2,57+2,57+2,57+2,54+2,51+2,51+2,51+2,54+2,17+2,https://cdn.sofifa.net/players/183/569/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/cm.png
