AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
16-17,Oksana Yuchkova,FALSE,SBD,Single-ply,16.5,14-18,Open,58,60,137.5,3,155.76,157.4,139.14,26.07,Yes,NA,NA,FPR,Best3SquatKg,42.5
16-17,Oksana Yuchkova,FALSE,SBD,Single-ply,16.5,14-18,Open,58,60,137.5,3,155.76,157.4,139.14,26.07,Yes,NA,NA,FPR,Best3BenchKg,25
16-17,Oksana Yuchkova,FALSE,SBD,Single-ply,16.5,14-18,Open,58,60,137.5,3,155.76,157.4,139.14,26.07,Yes,NA,NA,FPR,Best3DeadliftKg,70
16-17,Emiliya Iskandaryan,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,62.7,63,265,1,285.84,285.63,252.23,47.97,Yes,Russia,NA,FPR,Best3SquatKg,110
16-17,Emiliya Iskandaryan,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,62.7,63,265,1,285.84,285.63,252.23,47.97,Yes,Russia,NA,FPR,Best3BenchKg,45
16-17,Emiliya Iskandaryan,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,62.7,63,265,1,285.84,285.63,252.23,47.97,Yes,Russia,NA,FPR,Best3DeadliftKg,110
16-17,Mia-Rose Ousley,FALSE,SBD,Raw,17,14-18,Sub-Junior,105.56,84+,267.5,2,223.69,219.53,187.25,47.06,Yes,Australia,NA,APLA,Best3SquatKg,87.5
16-17,Mia-Rose Ousley,FALSE,SBD,Raw,17,14-18,Sub-Junior,105.56,84+,267.5,2,223.69,219.53,187.25,47.06,Yes,Australia,NA,APLA,Best3BenchKg,60
16-17,Mia-Rose Ousley,FALSE,SBD,Raw,17,14-18,Sub-Junior,105.56,84+,267.5,2,223.69,219.53,187.25,47.06,Yes,Australia,NA,APLA,Best3DeadliftKg,120
16-17,菅谷 弘美,FALSE,SBD,Single-ply,17,14-18,Open,47.5,48,237.5,1,308.84,316.97,282.34,51.63,Yes,NA,NA,JPA,Best3SquatKg,82.5
16-17,菅谷 弘美,FALSE,SBD,Single-ply,17,14-18,Open,47.5,48,237.5,1,308.84,316.97,282.34,51.63,Yes,NA,NA,JPA,Best3BenchKg,50
16-17,菅谷 弘美,FALSE,SBD,Single-ply,17,14-18,Open,47.5,48,237.5,1,308.84,316.97,282.34,51.63,Yes,NA,NA,JPA,Best3DeadliftKg,105
16-17,Carla Irene Ferrandez Siguenza,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,74.35,76,390,10,381.61,372.79,328.03,77.71,Yes,Spain,NA,IPF,Best3SquatKg,147.5
16-17,Carla Irene Ferrandez Siguenza,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,74.35,76,390,10,381.61,372.79,328.03,77.71,Yes,Spain,NA,IPF,Best3BenchKg,82.5
16-17,Carla Irene Ferrandez Siguenza,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,74.35,76,390,10,381.61,372.79,328.03,77.71,Yes,Spain,NA,IPF,Best3DeadliftKg,160
16-17,Toni Mclin,FALSE,SBD,Single-ply,16.5,14-18,F-O,74.7,84,272.5,1,265.97,259.7,228.48,45.07,Yes,USA,MS,USAPL,Best3SquatKg,112.5
16-17,Toni Mclin,FALSE,SBD,Single-ply,16.5,14-18,F-O,74.7,84,272.5,1,265.97,259.7,228.48,45.07,Yes,USA,MS,USAPL,Best3BenchKg,45
16-17,Toni Mclin,FALSE,SBD,Single-ply,16.5,14-18,F-O,74.7,84,272.5,1,265.97,259.7,228.48,45.07,Yes,USA,MS,USAPL,Best3DeadliftKg,115
16-17,Taylor Senesac,FALSE,SBD,Raw,16.5,14-18,FR-HS,110,90+,282.5,22,232.87,229.69,195.52,49.24,Yes,USA,WI,USAPL,Best3SquatKg,115
16-17,Taylor Senesac,FALSE,SBD,Raw,16.5,14-18,FR-HS,110,90+,282.5,22,232.87,229.69,195.52,49.24,Yes,USA,WI,USAPL,Best3BenchKg,45
16-17,Taylor Senesac,FALSE,SBD,Raw,16.5,14-18,FR-HS,110,90+,282.5,22,232.87,229.69,195.52,49.24,Yes,USA,WI,USAPL,Best3DeadliftKg,122.5
16-17,Olga Veyman,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,56.65,60,190,1,218.56,221.54,195.92,36.56,Yes,NA,NA,UkrainePF,Best3SquatKg,75
16-17,Olga Veyman,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,56.65,60,190,1,218.56,221.54,195.92,36.56,Yes,NA,NA,UkrainePF,Best3BenchKg,27.5
16-17,Olga Veyman,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,56.65,60,190,1,218.56,221.54,195.92,36.56,Yes,NA,NA,UkrainePF,Best3DeadliftKg,87.5
16-17,Kaylee Streeton,FALSE,SBD,Raw,15.5,14-18,FR-O,50.9,52,207.5,9,256.73,262.97,233.3,53.38,Yes,USA,WI,USAPL,Best3SquatKg,77.5
16-17,Kaylee Streeton,FALSE,SBD,Raw,15.5,14-18,FR-O,50.9,52,207.5,9,256.73,262.97,233.3,53.38,Yes,USA,WI,USAPL,Best3BenchKg,40
16-17,Kaylee Streeton,FALSE,SBD,Raw,15.5,14-18,FR-O,50.9,52,207.5,9,256.73,262.97,233.3,53.38,Yes,USA,WI,USAPL,Best3DeadliftKg,90
16-17,Mariya Pavlyuchkova,FALSE,SBD,Single-ply,15.5,14-18,Open,81,84,235,2,220.07,213.56,187.16,37.51,Yes,NA,NA,FPR,Best3SquatKg,90
16-17,Mariya Pavlyuchkova,FALSE,SBD,Single-ply,15.5,14-18,Open,81,84,235,2,220.07,213.56,187.16,37.51,Yes,NA,NA,FPR,Best3BenchKg,55
16-17,Mariya Pavlyuchkova,FALSE,SBD,Single-ply,15.5,14-18,Open,81,84,235,2,220.07,213.56,187.16,37.51,Yes,NA,NA,FPR,Best3DeadliftKg,90
16-17,Kristina Litvinova,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,82,84,75,3,69.82,67.71,59.29,14.3,Yes,NA,NA,FPR,Best3SquatKg,25
16-17,Kristina Litvinova,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,82,84,75,3,69.82,67.71,59.29,14.3,Yes,NA,NA,FPR,Best3BenchKg,25
16-17,Kristina Litvinova,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,82,84,75,3,69.82,67.71,59.29,14.3,Yes,NA,NA,FPR,Best3DeadliftKg,25
16-17,Sofiya Tomilova,FALSE,SBD,Raw,16.5,14-18,Open,40.66,47,130,5,190.5,192.35,174.39,42.27,Yes,NA,NA,FPR,Best3SquatKg,40
16-17,Sofiya Tomilova,FALSE,SBD,Raw,16.5,14-18,Open,40.66,47,130,5,190.5,192.35,174.39,42.27,Yes,NA,NA,FPR,Best3BenchKg,30
16-17,Sofiya Tomilova,FALSE,SBD,Raw,16.5,14-18,Open,40.66,47,130,5,190.5,192.35,174.39,42.27,Yes,NA,NA,FPR,Best3DeadliftKg,60
16-17,Tiffany Michels,FALSE,SBD,Raw,16.5,14-18,FR-T2,52,52,230,1,280.35,286.73,254.16,58.08,Yes,USA,AK,USAPL,Best3SquatKg,75
16-17,Tiffany Michels,FALSE,SBD,Raw,16.5,14-18,FR-T2,52,52,230,1,280.35,286.73,254.16,58.08,Yes,USA,AK,USAPL,Best3BenchKg,50
16-17,Tiffany Michels,FALSE,SBD,Raw,16.5,14-18,FR-T2,52,52,230,1,280.35,286.73,254.16,58.08,Yes,USA,AK,USAPL,Best3DeadliftKg,105
16-17,Renata Khamidullina,FALSE,SBD,Single-ply,16.5,14-18,Juniors,45.65,47,190,5,254.48,260.88,233.13,42.57,Yes,NA,NA,FPR,Best3SquatKg,70
16-17,Renata Khamidullina,FALSE,SBD,Single-ply,16.5,14-18,Juniors,45.65,47,190,5,254.48,260.88,233.13,42.57,Yes,NA,NA,FPR,Best3BenchKg,45
16-17,Renata Khamidullina,FALSE,SBD,Single-ply,16.5,14-18,Juniors,45.65,47,190,5,254.48,260.88,233.13,42.57,Yes,NA,NA,FPR,Best3DeadliftKg,75
16-17,Lidiya Sherstobitova,FALSE,SBD,Single-ply,15.5,14-18,Open,50.04,52,267.5,1,334.99,343.43,304.94,55.97,Yes,NA,NA,FPR,Best3SquatKg,120
16-17,Lidiya Sherstobitova,FALSE,SBD,Single-ply,15.5,14-18,Open,50.04,52,267.5,1,334.99,343.43,304.94,55.97,Yes,NA,NA,FPR,Best3BenchKg,52.5
16-17,Lidiya Sherstobitova,FALSE,SBD,Single-ply,15.5,14-18,Open,50.04,52,267.5,1,334.99,343.43,304.94,55.97,Yes,NA,NA,FPR,Best3DeadliftKg,95
16-17,Alcina Campos Amanda,FALSE,SBD,Raw,16.5,14-18,SBJ,71.96,76,342.5,3,341.1,334.42,294.57,69.37,Yes,NA,NA,AEP,Best3SquatKg,132.5
16-17,Alcina Campos Amanda,FALSE,SBD,Raw,16.5,14-18,SBJ,71.96,76,342.5,3,341.1,334.42,294.57,69.37,Yes,NA,NA,AEP,Best3BenchKg,57.5
16-17,Alcina Campos Amanda,FALSE,SBD,Raw,16.5,14-18,SBJ,71.96,76,342.5,3,341.1,334.42,294.57,69.37,Yes,NA,NA,AEP,Best3DeadliftKg,152.5
16-17,Olga del Valle,FALSE,SBD,Single-ply,17,14-18,F-HS,72.5,75,267.5,1,265.32,259.9,228.88,44.87,Yes,NA,NA,USAPL,Best3SquatKg,102.5
16-17,Olga del Valle,FALSE,SBD,Single-ply,17,14-18,F-HS,72.5,75,267.5,1,265.32,259.9,228.88,44.87,Yes,NA,NA,USAPL,Best3BenchKg,50
16-17,Olga del Valle,FALSE,SBD,Single-ply,17,14-18,F-HS,72.5,75,267.5,1,265.32,259.9,228.88,44.87,Yes,NA,NA,USAPL,Best3DeadliftKg,115
16-17,Evgeniya Khvostova,FALSE,SBD,Single-ply,15.5,14-18,Open,49.6,52,187.5,6,236.29,242.34,215.27,39.48,Yes,NA,NA,FPR,Best3SquatKg,102.5
16-17,Evgeniya Khvostova,FALSE,SBD,Single-ply,15.5,14-18,Open,49.6,52,187.5,6,236.29,242.34,215.27,39.48,Yes,NA,NA,FPR,Best3BenchKg,32.5
16-17,Evgeniya Khvostova,FALSE,SBD,Single-ply,15.5,14-18,Open,49.6,52,187.5,6,236.29,242.34,215.27,39.48,Yes,NA,NA,FPR,Best3DeadliftKg,52.5
16-17,Irina Lebesheva,FALSE,SBD,Single-ply,16.5,14-18,Open,58.1,60,340,5,384.73,388.68,343.57,64.4,Yes,NA,NA,FPR,Best3SquatKg,135
16-17,Irina Lebesheva,FALSE,SBD,Single-ply,16.5,14-18,Open,58.1,60,340,5,384.73,388.68,343.57,64.4,Yes,NA,NA,FPR,Best3BenchKg,70
16-17,Irina Lebesheva,FALSE,SBD,Single-ply,16.5,14-18,Open,58.1,60,340,5,384.73,388.68,343.57,64.4,Yes,NA,NA,FPR,Best3DeadliftKg,135
16-17,Pauline Keo,FALSE,SBD,Raw,16,14-18,RT 16-17,87.09,90,262.5,1,237.51,230.08,200.58,48.9,Yes,USA,PA,AAU,Best3SquatKg,100
16-17,Pauline Keo,FALSE,SBD,Raw,16,14-18,RT 16-17,87.09,90,262.5,1,237.51,230.08,200.58,48.9,Yes,USA,PA,AAU,Best3BenchKg,42.5
16-17,Pauline Keo,FALSE,SBD,Raw,16,14-18,RT 16-17,87.09,90,262.5,1,237.51,230.08,200.58,48.9,Yes,USA,PA,AAU,Best3DeadliftKg,120
16-17,Janie Traylor,FALSE,SBD,Raw,15.5,14-18,FR-T1,68.4,72,272.5,1,279.2,275.51,242.98,56.73,Yes,USA,MN,USAPL,Best3SquatKg,95
16-17,Janie Traylor,FALSE,SBD,Raw,15.5,14-18,FR-T1,68.4,72,272.5,1,279.2,275.51,242.98,56.73,Yes,USA,MN,USAPL,Best3BenchKg,62.5
16-17,Janie Traylor,FALSE,SBD,Raw,15.5,14-18,FR-T1,68.4,72,272.5,1,279.2,275.51,242.98,56.73,Yes,USA,MN,USAPL,Best3DeadliftKg,115
16-17,Eriko Yoshida,FALSE,SBD,Single-ply,17,14-18,Juniors,52,52,295,2,359.58,367.76,325.98,60.08,Yes,NA,NA,JPA,Best3SquatKg,122.5
16-17,Eriko Yoshida,FALSE,SBD,Single-ply,17,14-18,Juniors,52,52,295,2,359.58,367.76,325.98,60.08,Yes,NA,NA,JPA,Best3BenchKg,62.5
16-17,Eriko Yoshida,FALSE,SBD,Single-ply,17,14-18,Juniors,52,52,295,2,359.58,367.76,325.98,60.08,Yes,NA,NA,JPA,Best3DeadliftKg,110
16-17,Yu. Ovchinnikova,FALSE,SBD,Single-ply,16.5,14-18,Teen,60.1,63,245,3,271.31,272.8,241.02,45.46,Yes,NA,NA,KPF,Best3SquatKg,115
16-17,Yu. Ovchinnikova,FALSE,SBD,Single-ply,16.5,14-18,Teen,60.1,63,245,3,271.31,272.8,241.02,45.46,Yes,NA,NA,KPF,Best3BenchKg,50
16-17,Yu. Ovchinnikova,FALSE,SBD,Single-ply,16.5,14-18,Teen,60.1,63,245,3,271.31,272.8,241.02,45.46,Yes,NA,NA,KPF,Best3DeadliftKg,80
16-17,Alisha Klenczon,FALSE,SBD,Raw,15.5,14-18,FR-Sj,59.8,63,160,1,177.74,178.84,158.03,36.25,Yes,England,SW,EPA,Best3SquatKg,50
16-17,Alisha Klenczon,FALSE,SBD,Raw,15.5,14-18,FR-Sj,59.8,63,160,1,177.74,178.84,158.03,36.25,Yes,England,SW,EPA,Best3BenchKg,30
16-17,Alisha Klenczon,FALSE,SBD,Raw,15.5,14-18,FR-Sj,59.8,63,160,1,177.74,178.84,158.03,36.25,Yes,England,SW,EPA,Best3DeadliftKg,80
16-17,Payal Ahirwar,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,55.86,57,290,1,336.7,341.89,302.43,69.08,Yes,NA,NA,PI,Best3SquatKg,110
16-17,Payal Ahirwar,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,55.86,57,290,1,336.7,341.89,302.43,69.08,Yes,NA,NA,PI,Best3BenchKg,52.5
16-17,Payal Ahirwar,FALSE,SBD,Raw,16.5,14-18,Sub-Juniors,55.86,57,290,1,336.7,341.89,302.43,69.08,Yes,NA,NA,PI,Best3DeadliftKg,127.5
16-17,Anastasiya Sechkova,FALSE,SBD,Single-ply,16.5,14-18,Open,77.35,84,142.5,3,136.58,132.94,116.79,23.2,Yes,Belarus,NA,BelPF,Best3SquatKg,47.5
16-17,Anastasiya Sechkova,FALSE,SBD,Single-ply,16.5,14-18,Open,77.35,84,142.5,3,136.58,132.94,116.79,23.2,Yes,Belarus,NA,BelPF,Best3BenchKg,25
16-17,Anastasiya Sechkova,FALSE,SBD,Single-ply,16.5,14-18,Open,77.35,84,142.5,3,136.58,132.94,116.79,23.2,Yes,Belarus,NA,BelPF,Best3DeadliftKg,70
16-17,Tetyana Ryltseva,FALSE,SBD,Single-ply,16.5,14-18,Juniors,57.9,60,330,2,374.25,378.26,334.39,62.64,Yes,NA,NA,UkrainePF,Best3SquatKg,122.5
16-17,Tetyana Ryltseva,FALSE,SBD,Single-ply,16.5,14-18,Juniors,57.9,60,330,2,374.25,378.26,334.39,62.64,Yes,NA,NA,UkrainePF,Best3BenchKg,67.5
16-17,Tetyana Ryltseva,FALSE,SBD,Single-ply,16.5,14-18,Juniors,57.9,60,330,2,374.25,378.26,334.39,62.64,Yes,NA,NA,UkrainePF,Best3DeadliftKg,140
16-17,Giselle Lara,FALSE,SBD,Raw,16.5,14-18,FR-V,78.4,82.5,335,7,318.88,310.06,272.21,65.11,Yes,USA,NE,USAPL,Best3SquatKg,127.5
16-17,Giselle Lara,FALSE,SBD,Raw,16.5,14-18,FR-V,78.4,82.5,335,7,318.88,310.06,272.21,65.11,Yes,USA,NE,USAPL,Best3BenchKg,67.5
16-17,Giselle Lara,FALSE,SBD,Raw,16.5,14-18,FR-V,78.4,82.5,335,7,318.88,310.06,272.21,65.11,Yes,USA,NE,USAPL,Best3DeadliftKg,140
16-17,Natalya Veselova,FALSE,SBD,Single-ply,16.5,14-18,Juniors,55.3,56,290,3,338.97,344.6,304.89,56.68,Yes,NA,NA,FPR,Best3SquatKg,112.5
16-17,Natalya Veselova,FALSE,SBD,Single-ply,16.5,14-18,Juniors,55.3,56,290,3,338.97,344.6,304.89,56.68,Yes,NA,NA,FPR,Best3BenchKg,57.5
16-17,Natalya Veselova,FALSE,SBD,Single-ply,16.5,14-18,Juniors,55.3,56,290,3,338.97,344.6,304.89,56.68,Yes,NA,NA,FPR,Best3DeadliftKg,120
16-17,Anakha A S,FALSE,SBD,Raw,17,14-18,Sub-Juniors,59,63,215,6,240.89,242.85,214.62,49.18,Yes,NA,NA,PI,Best3SquatKg,85
16-17,Anakha A S,FALSE,SBD,Raw,17,14-18,Sub-Juniors,59,63,215,6,240.89,242.85,214.62,49.18,Yes,NA,NA,PI,Best3BenchKg,35
16-17,Anakha A S,FALSE,SBD,Raw,17,14-18,Sub-Juniors,59,63,215,6,240.89,242.85,214.62,49.18,Yes,NA,NA,PI,Best3DeadliftKg,95
16-17,Caroline A Sweeney,FALSE,SBD,Raw,16,14-18,FR-O,90,90,255,1,227.34,220.34,191.52,46.96,Yes,USA,PA,USAPL,Best3SquatKg,82.5
16-17,Caroline A Sweeney,FALSE,SBD,Raw,16,14-18,FR-O,90,90,255,1,227.34,220.34,191.52,46.96,Yes,USA,PA,USAPL,Best3BenchKg,45
16-17,Caroline A Sweeney,FALSE,SBD,Raw,16,14-18,FR-O,90,90,255,1,227.34,220.34,191.52,46.96,Yes,USA,PA,USAPL,Best3DeadliftKg,127.5
16-17,Irina Kovalyova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,60.5,63,210,2,231.58,232.63,205.52,38.81,Yes,NA,NA,FPR,Best3SquatKg,85
16-17,Irina Kovalyova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,60.5,63,210,2,231.58,232.63,205.52,38.81,Yes,NA,NA,FPR,Best3BenchKg,35
16-17,Irina Kovalyova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,60.5,63,210,2,231.58,232.63,205.52,38.81,Yes,NA,NA,FPR,Best3DeadliftKg,90
16-17,Alena Tikhova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,55.1,56,310,7,363.22,369.41,326.87,60.73,Yes,Russia,NA,FPR,Best3SquatKg,125
16-17,Alena Tikhova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,55.1,56,310,7,363.22,369.41,326.87,60.73,Yes,Russia,NA,FPR,Best3BenchKg,70
16-17,Alena Tikhova,FALSE,SBD,Single-ply,16.5,14-18,Sub-Juniors,55.1,56,310,7,363.22,369.41,326.87,60.73,Yes,Russia,NA,FPR,Best3DeadliftKg,115
16-17,Eliana Anzules,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,48.5,52,252.5,1,323.39,331.87,295.19,54.04,Yes,Ecuador,NA,FESUPO,Best3SquatKg,100
16-17,Eliana Anzules,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,48.5,52,252.5,1,323.39,331.87,295.19,54.04,Yes,Ecuador,NA,FESUPO,Best3BenchKg,50
16-17,Eliana Anzules,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,48.5,52,252.5,1,323.39,331.87,295.19,54.04,Yes,Ecuador,NA,FESUPO,Best3DeadliftKg,102.5
16-17,Elizabeth Benitez,FALSE,SBD,Single-ply,16,14-18,F-T2,75,75,255,4,248.36,242.41,213.24,42.09,Yes,NA,NA,USAPL,Best3SquatKg,97.5
16-17,Elizabeth Benitez,FALSE,SBD,Single-ply,16,14-18,F-T2,75,75,255,4,248.36,242.41,213.24,42.09,Yes,NA,NA,USAPL,Best3BenchKg,55
16-17,Elizabeth Benitez,FALSE,SBD,Single-ply,16,14-18,F-T2,75,75,255,4,248.36,242.41,213.24,42.09,Yes,NA,NA,USAPL,Best3DeadliftKg,102.5
16-17,Stacallen Mahoe,FALSE,SBD,Raw,16,14-18,Juniors 16-17,52,52,308,1,375.42,383.96,340.35,77.77,Yes,USA,HI,USPA,Best3SquatKg,100
16-17,Stacallen Mahoe,FALSE,SBD,Raw,16,14-18,Juniors 16-17,52,52,308,1,375.42,383.96,340.35,77.77,Yes,USA,HI,USPA,Best3BenchKg,67.5
16-17,Stacallen Mahoe,FALSE,SBD,Raw,16,14-18,Juniors 16-17,52,52,308,1,375.42,383.96,340.35,77.77,Yes,USA,HI,USPA,Best3DeadliftKg,140.5
16-17,Diana Korotkaya,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,88.65,84+,240,3,215.41,208.71,181.67,36.98,Yes,NA,NA,FPR,Best3SquatKg,100
16-17,Diana Korotkaya,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,88.65,84+,240,3,215.41,208.71,181.67,36.98,Yes,NA,NA,FPR,Best3BenchKg,50
16-17,Diana Korotkaya,FALSE,SBD,Single-ply,15.5,14-18,Sub-Juniors,88.65,84+,240,3,215.41,208.71,181.67,36.98,Yes,NA,NA,FPR,Best3DeadliftKg,90
16-17,Adriana Zepeda,FALSE,SBD,Raw,17,14-18,Juniors 16-17,59.1,60,207.5,1,232.24,234.07,206.86,47.4,Yes,USA,LA,USPA,Best3SquatKg,70
16-17,Adriana Zepeda,FALSE,SBD,Raw,17,14-18,Juniors 16-17,59.1,60,207.5,1,232.24,234.07,206.86,47.4,Yes,USA,LA,USPA,Best3BenchKg,35
16-17,Adriana Zepeda,FALSE,SBD,Raw,17,14-18,Juniors 16-17,59.1,60,207.5,1,232.24,234.07,206.86,47.4,Yes,USA,LA,USPA,Best3DeadliftKg,102.5
16-17,Iris Tian,FALSE,SBD,Raw,15.5,14-18,FR-JV,56.8,60,167.5,1,192.35,194.9,172.35,39.39,Yes,USA,MA,USAPL,Best3SquatKg,67.5
16-17,Iris Tian,FALSE,SBD,Raw,15.5,14-18,FR-JV,56.8,60,167.5,1,192.35,194.9,172.35,39.39,Yes,USA,MA,USAPL,Best3BenchKg,35
16-17,Iris Tian,FALSE,SBD,Raw,15.5,14-18,FR-JV,56.8,60,167.5,1,192.35,194.9,172.35,39.39,Yes,USA,MA,USAPL,Best3DeadliftKg,65
16-17,Kristina Bolvachyova,FALSE,SBD,Single-ply,16.5,14-18,Open,49.3,52,280,1,354.4,363.54,323.05,59.22,Yes,NA,NA,FPR,Best3SquatKg,110
16-17,Kristina Bolvachyova,FALSE,SBD,Single-ply,16.5,14-18,Open,49.3,52,280,1,354.4,363.54,323.05,59.22,Yes,NA,NA,FPR,Best3BenchKg,57.5
16-17,Kristina Bolvachyova,FALSE,SBD,Single-ply,16.5,14-18,Open,49.3,52,280,1,354.4,363.54,323.05,59.22,Yes,NA,NA,FPR,Best3DeadliftKg,112.5
16-17,Meghan Brewer,FALSE,SBD,Single-ply,16.5,14-18,F-T2,64.7,72,229.1,3,242.48,241.18,212.89,40.75,Yes,USA,WY,USAPL,Best3SquatKg,79.4
16-17,Meghan Brewer,FALSE,SBD,Single-ply,16.5,14-18,F-T2,64.7,72,229.1,3,242.48,241.18,212.89,40.75,Yes,USA,WY,USAPL,Best3BenchKg,47.6
16-17,Meghan Brewer,FALSE,SBD,Single-ply,16.5,14-18,F-T2,64.7,72,229.1,3,242.48,241.18,212.89,40.75,Yes,USA,WY,USAPL,Best3DeadliftKg,102.1
16-17,Kai Kirk,FALSE,SBD,Single-ply,16.5,14-18,F-V,108.05,84+,382.5,14,317.23,312.21,265.93,55.41,Yes,USA,LA,USAPL,Best3SquatKg,177.5
16-17,Kai Kirk,FALSE,SBD,Single-ply,16.5,14-18,F-V,108.05,84+,382.5,14,317.23,312.21,265.93,55.41,Yes,USA,LA,USAPL,Best3BenchKg,70
16-17,Kai Kirk,FALSE,SBD,Single-ply,16.5,14-18,F-V,108.05,84+,382.5,14,317.23,312.21,265.93,55.41,Yes,USA,LA,USAPL,Best3DeadliftKg,135
16-17,Alina Gaskarova,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,42.1,43,170,8,242.32,246.3,222.14,53.03,Yes,Russia,NA,FPR,Best3SquatKg,62.5
16-17,Alina Gaskarova,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,42.1,43,170,8,242.32,246.3,222.14,53.03,Yes,Russia,NA,FPR,Best3BenchKg,35
16-17,Alina Gaskarova,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,42.1,43,170,8,242.32,246.3,222.14,53.03,Yes,Russia,NA,FPR,Best3DeadliftKg,72.5
16-17,Oksana Podgornaya,FALSE,SBD,Single-ply,16.5,14-18,Open,73.85,84,352.5,2,346.16,338.4,297.84,58.61,Yes,NA,NA,UkrainePF,Best3SquatKg,140
16-17,Oksana Podgornaya,FALSE,SBD,Single-ply,16.5,14-18,Open,73.85,84,352.5,2,346.16,338.4,297.84,58.61,Yes,NA,NA,UkrainePF,Best3BenchKg,72.5
16-17,Oksana Podgornaya,FALSE,SBD,Single-ply,16.5,14-18,Open,73.85,84,352.5,2,346.16,338.4,297.84,58.61,Yes,NA,NA,UkrainePF,Best3DeadliftKg,140
16-17,Anna Barkhanova,FALSE,SBD,Single-ply,15.5,14-18,Juniors,56,56,210,1,243.42,247.09,218.56,40.71,Yes,NA,NA,FPR,Best3SquatKg,85
16-17,Anna Barkhanova,FALSE,SBD,Single-ply,15.5,14-18,Juniors,56,56,210,1,243.42,247.09,218.56,40.71,Yes,NA,NA,FPR,Best3BenchKg,37.5
16-17,Anna Barkhanova,FALSE,SBD,Single-ply,15.5,14-18,Juniors,56,56,210,1,243.42,247.09,218.56,40.71,Yes,NA,NA,FPR,Best3DeadliftKg,87.5
16-17,April Glasspoole,FALSE,SBD,Single-ply,16,14-18,F-JV,55.8,56,240,6,278.85,283.18,250.5,46.63,Yes,NA,NA,USAPL,Best3SquatKg,85
16-17,April Glasspoole,FALSE,SBD,Single-ply,16,14-18,F-JV,55.8,56,240,6,278.85,283.18,250.5,46.63,Yes,NA,NA,USAPL,Best3BenchKg,45
16-17,April Glasspoole,FALSE,SBD,Single-ply,16,14-18,F-JV,55.8,56,240,6,278.85,283.18,250.5,46.63,Yes,NA,NA,USAPL,Best3DeadliftKg,110
16-17,Elsa Frankel,FALSE,SBD,Raw,16.5,14-18,FR-T,53.1,57,172.5,1,207.24,211.58,187.41,42.79,Yes,USA,MA,USAPL,Best3SquatKg,62.5
16-17,Elsa Frankel,FALSE,SBD,Raw,16.5,14-18,FR-T,53.1,57,172.5,1,207.24,211.58,187.41,42.79,Yes,USA,MA,USAPL,Best3BenchKg,35
16-17,Elsa Frankel,FALSE,SBD,Raw,16.5,14-18,FR-T,53.1,57,172.5,1,207.24,211.58,187.41,42.79,Yes,USA,MA,USAPL,Best3DeadliftKg,75
16-17,Elizaveta Bass,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,52,52,232.5,3,283.39,289.84,256.92,58.71,Yes,NA,NA,KPF,Best3SquatKg,85
16-17,Elizaveta Bass,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,52,52,232.5,3,283.39,289.84,256.92,58.71,Yes,NA,NA,KPF,Best3BenchKg,45
16-17,Elizaveta Bass,FALSE,SBD,Raw,15.5,14-18,Sub-Juniors,52,52,232.5,3,283.39,289.84,256.92,58.71,Yes,NA,NA,KPF,Best3DeadliftKg,102.5
16-17,Marina Larkova,FALSE,SBD,Single-ply,16.5,14-18,Open,90,90,305,3,271.91,263.54,229.07,46.74,Yes,Belarus,NA,BelPF,Best3SquatKg,115
