Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Angeles,1984,200m,Freestyle,0,Women,USA,Cynthia Lee Woodhead,01:59.5,2
Angeles,1984,200m,Freestyle,0,Women,NED,Annemarie Verstappen,01:59.7,3
Angeles,1984,200m,Freestyle,0,Women,AUS,Michelle Pearson,01:59.8,4
Angeles,1984,200m,Freestyle,0,Women,NED,Conny Van Bentum,02:00.6,4
Angeles,1984,200m,Freestyle,0,Women,GBR,June Croft,02:00.6,4
Angeles,1984,200m,Freestyle,0,Women,FRG,Ina Beyermann,02:01.9,4
Angeles,1984,200m,Freestyle,0,Women,AUS,Anna Mcvann,02:02.9,4
Angeles,1984,200m,Individual medley,0,Men,CAN,Alexander Baumann,02:01.4,1
Angeles,1984,200m,Individual medley,0,Men,USA,Pablo Morales,02:03.1,2
Angeles,1984,200m,Individual medley,0,Men,GBR,Neil Cochran,02:04.4,3
Angeles,1984,200m,Individual medley,0,Men,GBR,Robin Brew,02:04.5,4
Angeles,1984,200m,Individual medley,0,Men,USA,Steven K. Lundquist,02:04.9,4
Angeles,1984,200m,Individual medley,0,Men,JAM,Andrew Phillips,02:05.6,4
Angeles,1984,200m,Individual medley,0,Men,FRG,Nicolai Klapkarek,02:05.9,4
Angeles,1984,200m,Individual medley,0,Men,FRG,Ralf Diegel,02:06.7,4
Angeles,1984,200m,Individual medley,0,Women,USA,Tracy Anne Caulkins,02:12.6,1
Angeles,1984,200m,Individual medley,0,Women,USA,Nancy Lynn Hogshead,02:15.2,2
Angeles,1984,200m,Individual medley,0,Women,AUS,Michelle Pearson,02:15.9,3
Angeles,1984,200m,Individual medley,0,Women,AUS,Lisa Gaye Curry-Kenny,02:16.8,4
Angeles,1984,200m,Individual medley,0,Women,FRG,Christiane Pielke,02:17.8,4
Angeles,1984,200m,Individual medley,0,Women,ITA,Manuela Dalla Valle,02:19.7,4
Angeles,1984,200m,Individual medley,0,Women,FRG,Petra Zindler,02:19.9,4
Angeles,1984,200m,Individual medley,0,Women,NOR,Kathrine Bomstad,02:20.5,4
Angeles,1984,400m,Freestyle,0,Men,USA,George Thomas Dicarlo,03:51.2,1
Angeles,1984,400m,Freestyle,0,Men,USA,John Cary Mykkanen,03:51.5,2
Angeles,1984,400m,Freestyle,0,Men,AUS,Justin Lemberg,03:51.8,3
Angeles,1984,400m,Freestyle,0,Men,FRG,Stefan Pfeiffer,03:52.9,4
Angeles,1984,400m,Freestyle,0,Men,FRA,Franck Iacono,03:54.6,4
Angeles,1984,400m,Freestyle,0,Men,YUG,Darjan Petric,03:54.9,4
Angeles,1984,400m,Freestyle,0,Men,ITA,Marco Dell'Uomo,03:55.4,4
Angeles,1984,400m,Freestyle,0,Men,AUS,Ron Mckeon,03:55.5,4
Angeles,1984,400m,Freestyle,0,Women,USA,Tiffany Lisa Cohen,04:07.1,1
Angeles,1984,400m,Freestyle,0,Women,GBR,Sarah Hardcastle,04:10.3,2
Angeles,1984,400m,Freestyle,0,Women,GBR,June Croft,04:11.5,3
Angeles,1984,400m,Freestyle,0,Women,USA,Kimberly Ann Linehan,04:12.3,4
Angeles,1984,400m,Freestyle,0,Women,AUS,Anna Mcvann,04:13.9,4
Angeles,1984,400m,Freestyle,0,Women,NED,Jolande Van Der Meer,04:16.1,4
Angeles,1984,400m,Freestyle,0,Women,FRG,Birgit Kowalczik,04:16.3,4
Angeles,1984,400m,Freestyle,0,Women,CAN,Julie Daigneault,04:16.4,4
Angeles,1984,400m,Individual medley,0,Men,CAN,Alexander Baumann,04:17.4,1
Angeles,1984,400m,Individual medley,0,Men,BRA,Ricardo Prado,04:18.5,2
Angeles,1984,400m,Individual medley,0,Men,AUS,Robert Woodhouse,04:20.5,3
Angeles,1984,400m,Individual medley,0,Men,USA,Jesus David Vassallo,04:21.5,4
Angeles,1984,400m,Individual medley,0,Men,ITA,Maurizio Divano,04:22.8,4
Angeles,1984,400m,Individual medley,0,Men,USA,Jeffrey James Kostoff,04:23.3,4
Angeles,1984,400m,Individual medley,0,Men,GBR,Stephen Poulter,04:25.8,4
Angeles,1984,400m,Individual medley,0,Men,ITA,Giovanni Franceschi,04:26.1,4
Angeles,1984,400m,Individual medley,0,Women,USA,Tracy Anne Caulkins,04:39.2,1
Angeles,1984,400m,Individual medley,0,Women,AUS,Suzanne Landells,04:48.3,2
Angeles,1984,400m,Individual medley,0,Women,FRG,Petra Zindler,04:48.6,3
Angeles,1984,400m,Individual medley,0,Women,USA,Susan Heon,04:49.4,4
Angeles,1984,400m,Individual medley,0,Women,CAN,Nathalie Gingras,04:50.6,4
Angeles,1984,400m,Individual medley,0,Women,CAN,Donna Mcginnis,04:50.6,4
Angeles,1984,400m,Individual medley,0,Women,GBR,Gaynor Stanley,04:52.8,4
Angeles,1984,400m,Individual medley,0,Women,NOR,Kathrine Bomstad,04:53.3,4
Angeles,1984,4x100,Freestyle,1,Men,USA,"Ambrose Iv Gaines, Christopher Carl Cavanaugh, Robin John Leamy, Matthew Biondi, Michael Steward Heath, Thomas Michael Jager",03:19.0,1
Angeles,1984,4x100,Freestyle,1,Men,AUS,"Neil Brooks, Graeme Brewer, Marcus Stockwell, Gregory Fasala, Mark Kerry, Michael Delany, Peter Dale",03:19.7,2
Angeles,1984,4x100,Freestyle,1,Men,SWE,"Richard Milton, Michael Soderlund, Bengt Baron, Tommy Werner, Per Johansson, Mikael Orn, Thomas Lejdstrom",03:22.7,3
Angeles,1984,4x100,Freestyle,1,Men,GER,"Alexander Schowtka, Andreas Schmidt, Dirk Korthals, Michael Gross, Thomas Fahrner, Nicolai Klapkarek",03:23.0,4
Angeles,1984,4x100,Freestyle,1,Men,GBR,"David Lowe, Roland Geroge Lee, Paul Robert Easter, Richard Burrell",03:23.6,4
Angeles,1984,4x100,Freestyle,1,Men,FRA,"Bruno Lesaffre, Laurent Neuville, Dominique Bataille, Stephan Caron",03:24.6,4
Angeles,1984,4x100,Freestyle,1,Men,CAN,"Alexander Baumann, Donald Alexander Goss, Blair Hicken, David Churchill, Peter Szmidt, Levente Mady",03:24.7,4
Angeles,1984,4x100,Freestyle,1,Men,ITA,"Marcello Guarducci, Giovanni Franceschi, Metello Savino, Fabrizio Rampazzo, Marco Colombo, Raffaele Franceschi, Paolo Revelli",03:25.0,4
Angeles,1984,4x100,Freestyle,1,Women,USA,"Jill Sterkel, Nancy Lynn Hogshead, Carolyn Steinseifer, Jenna Leigh Johnson, Dara Torres, Mary Alice Wayte",03:43.4,1
Angeles,1984,4x100,Freestyle,1,Women,NLD,"Elles Voskes, Annemarie Verstappen, Desi Reijers, Wilma Van Velsen",03:44.4,2
Angeles,1984,4x100,Freestyle,1,Women,GER,"Ina Beyermann, Susanne Schuster, Iris Zscherpe, Christiane Pielke, Karin Seick",03:45.6,3
Angeles,1984,4x100,Freestyle,1,Women,AUS,"Lisa Gaye Curry-Kenny, Michelle Pearson, Anna Mcvann, Angela Russell, Janet Tibbits",03:47.8,4
Angeles,1984,4x100,Freestyle,1,Women,CAN,"Cheryl Mcarton, Carol Klimpel, Maureen New, Jane Kerr, Pamela Rai",03:49.5,4
Angeles,1984,4x100,Freestyle,1,Women,GBR,"Nicola Fibbens, Debra Gore, Annabelle Cripps, June Croft",03:50.1,4
Angeles,1984,4x100,Freestyle,1,Women,SWE,"Petra Hilder, Maria Kardum, Agneta Eriksson, Karin Furuhed, Ann Linder, Malin Rundgren, Suzanne Nilsson",03:51.2,4
Angeles,1984,4x100,Freestyle,1,Women,FRA,"Laurence Bensimon, Veronique Jardin, Sophie Kamoun, Carole Amoric",03:52.2,4
Angeles,1984,4x100,Medley,1,Men,USA,"Thomas Michael Jager, Pablo Morales, Michael Steward Heath, Richard Alan Schroeder, Steven K. Lundquist, Richard John Carey, Ambrose Iv Gaines, David Dennis Wilson",03:39.3,2
Angeles,1984,4x100,Medley,1,Men,CAN,"Donald Alexander Goss, Victor Davis, Michael West, Thomas Ponting",03:43.2,3
Angeles,1984,4x100,Medley,1,Men,AUS,"Mark Kerry, Jonathan Sieben, Marcus Stockwell, Peter Evans, Neil Brooks, Glenn Buchanan",03:43.2,4
Angeles,1984,4x100,Medley,1,Men,GER,"Andreas Schmidt, Dirk Korthals, Peter Lang, Andreas Behrend, Gerald Morken, Alexander Schowtka, Michael Gross, Nicolai Klapkarek, Stefan Peter",03:44.3,4
Angeles,1984,4x100,Medley,1,Men,SWE,"Peter Berggren, Per Johansson, Thomas Lejdstrom, Bengt Baron, Michael Soderlund",03:47.1,4
Angeles,1984,4x100,Medley,1,Men,GBR,"Neil John Harper, Richard Burrell, Adrian David Moorhouse, David Lowe, Andrew David Jameson",03:47.4,4
Angeles,1984,4x100,Medley,1,Men,CHE,"Etienne Dagon, Patrick Ferland, Theophile David, Dano Halsall, Stefan Volery",03:47.9,4
Angeles,1984,4x100,Medley,1,Men,JPN,"Hiroshi Sakamoto, Shigeo Ogata, Shigehiro Takahashi, Kenji Watanabe, Daichi Suzuki, Satoshi Sumida, Shudo Kawawa, Taihei Saka",,5
Angeles,1984,4x100,Medley,1,Women,USA,"Elizabeth Mitchell, Theresa Andrews, Tracy Anne Caulkins, Mary T. Meagher, Nancy Lynn Hogshead, Susan Gerard Rapp, Jenna Leigh Johnson, Carolyn Steinseifer",04:08.3,3
Angeles,1984,4x100,Medley,1,Women,GER,"Karin Seick, Angelika Knipping, Ina Beyermann, Ute Hasse, Svenja Schlicht",04:12.0,4
Angeles,1984,4x100,Medley,1,Women,CAN,"Anne Ottenbrite, Pamela Rai, Michelle Mac Pherson, Reema Abdo",04:13.0,4
Angeles,1984,4x100,Medley,1,Women,GBR,"Sandra Bowman, Jean Cameron Hill, Beverley Rose, Ann Osgerby, Nicola Fibbens, June Croft, Catherine White",04:14.0,4
Angeles,1984,4x100,Medley,1,Women,ITA,"Grazia Colombo, Manuela Carosi, Carlotta Tagnin, Monica Olmi, Roberta Lanzarotti, Silvia Persi, Cristina Quintarelli, Manuela Dalla Valle",04:17.4,4
Angeles,1984,4x100,Medley,1,Women,CHE,"Marie-Therese Armentero, Carole Brook, Eva Gysling, Patricia Brulhart",04:19.0,4
Angeles,1984,4x100,Medley,1,Women,JPN,"Kaori Yanase, Naomi Sekido, Hiroko Nagasaki, Naoko Kume",,5
Angeles,1984,4x100,Medley,1,Women,SWE,"Anna-Karin Eriksson, Agneta Eriksson, Petra Hilder, Agneta Märtensson, Eva-Marie Hakansson, Annelie Holmstrom, Maria Kardum",,5
Angeles,1984,4x200,Freestyle,1,Men,USA,"Geoffrey Steven Gaberino, David Erwin Larson, Jeffrey James Float, Richard Erwin Saeger, Lawrence Bruce Hayes, Michael Steward Heath",07:15.7,1
Angeles,1984,4x200,Freestyle,1,Men,GER,"Stefan Pfeiffer, Rainer Henkel, Thomas Fahrner, Dirk Korthals, Alexander Schowtka, Michael Gross",07:15.7,2
Angeles,1984,4x200,Freestyle,1,Men,GBR,"Paul Robert Easter, Andrew Astbury, Paul Tony Howe, Neil Cochran",07:24.8,3
Angeles,1984,4x200,Freestyle,1,Men,AUS,"Gregory Fasala, Ron Mckeon, Justin Lemberg, Peter Dale, Thomas Stachewicz, Graeme Brewer, Neil Brooks",07:25.6,4
Angeles,1984,4x200,Freestyle,1,Men,CAN,"Peter Szmidt, Alexander Baumann, Donald Alexander Goss, Blair Hicken, Wayne Kelly, Benoit Clement",07:26.5,4
Angeles,1984,4x200,Freestyle,1,Men,SWE,"Anders Grillhammar, Tommy Werner, Michael Soderlund, Thomas Lejdstrom, Anders Holmertz, Mikael Orn",07:26.5,4
Angeles,1984,4x200,Freestyle,1,Men,NLD,"Hans Kroes, Peter Drost, Frank Drost, Edsard Schlingemann, Kees Vervoorn",07:26.7,4
Angeles,1984,4x200,Freestyle,1,Men,FRA,"Stephan Caron, Dominique Bataille, Michel Pou, Pierre Andraca",07:30.2,4
Angeles,1984,800m,Freestyle,0,Women,USA,Tiffany Lisa Cohen,08:24.9,1
Angeles,1984,800m,Freestyle,0,Women,USA,Michele Richardson,08:30.7,2
Angeles,1984,800m,Freestyle,0,Women,GBR,Sarah Hardcastle,08:32.6,3
Angeles,1984,800m,Freestyle,0,Women,AUS,Anna Mcvann,08:37.9,4
Angeles,1984,800m,Freestyle,0,Women,ITA,Carla Lasi,08:42.5,4
Angeles,1984,800m,Freestyle,0,Women,NED,Jolande Van Der Meer,08:42.9,4
Angeles,1984,800m,Freestyle,0,Women,ITA,Monica Olmi,08:47.3,4
Angeles,1984,800m,Freestyle,0,Women,CAN,Karen Ward,08:48.1,4
Moscow,1980,100m,Backstroke,0,Men,SWE,Bengt Baron,56.53,1
Moscow,1980,100m,Backstroke,0,Men,URS,Viktor Kuznetsov,56.99,2
Moscow,1980,100m,Backstroke,0,Men,URS,Vladimir Dolgov,57.63,3
Moscow,1980,100m,Backstroke,0,Men,TCH,Miloslav Rolko,57.74,4
Moscow,1980,100m,Backstroke,0,Men,HUN,Sandor Wladar,57.84,4
Moscow,1980,100m,Backstroke,0,Men,NED,Fred Eefting,57.95,4
Moscow,1980,100m,Backstroke,0,Men,AUS,Mark Tonelli,57.98,4
Moscow,1980,100m,Backstroke,0,Men,GBR,Gary Abraham,58.38,4
Moscow,1980,100m,Backstroke,0,Women,GDR,Rica Reinisch,01:00.9,1
Moscow,1980,100m,Backstroke,0,Women,GDR,Ina Kleber,01:02.1,2
Moscow,1980,100m,Backstroke,0,Women,GDR,Petra Riedel,01:02.6,3
Moscow,1980,100m,Backstroke,0,Women,ROU,Carmen Bunaciu,01:03.8,4
Moscow,1980,100m,Backstroke,0,Women,BEL,Carine Verbauwen,01:03.8,4
Moscow,1980,100m,Backstroke,0,Women,URS,Larisa Gorchakova,01:03.9,4
Moscow,1980,100m,Backstroke,0,Women,NED,Monique Bosga,01:04.5,4
Moscow,1980,100m,Backstroke,0,Women,ITA,Manuela Carosi,01:05.1,4
Moscow,1980,100m,Breaststroke,0,Men,GBR,Duncan Goodhew,01:03.3,2
Moscow,1980,100m,Breaststroke,0,Men,URS,Arsens Miskarovs,01:03.8,3
Moscow,1980,100m,Breaststroke,0,Men,AUS,Peter Evans,01:04.0,4
Moscow,1980,100m,Breaststroke,0,Men,URS,Aleksandr Fedorovski,01:04.0,4
Moscow,1980,100m,Breaststroke,0,Men,HUN,Janos Dzvonyar,01:04.7,4
Moscow,1980,100m,Breaststroke,0,Men,AUS,Lindsay Spencer,01:05.0,4
Moscow,1980,100m,Breaststroke,0,Men,COL,Pablo Restrepo,01:05.9,4
Moscow,1980,100m,Breaststroke,0,Men,SWE,Peter Berggren,,5
Moscow,1980,100m,Breaststroke,0,Women,GDR,Ute Geweniger,01:10.2,1
Moscow,1980,100m,Breaststroke,0,Women,URS,Elvira Vasilkova,01:10.4,2
Moscow,1980,100m,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,01:11.2,3
Moscow,1980,100m,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,01:11.5,4
Moscow,1980,100m,Breaststroke,0,Women,SWE,Eva-Marie Hakansson,01:11.7,4
Moscow,1980,100m,Breaststroke,0,Women,GBR,Susannah Brownsdon,01:12.1,4
Moscow,1980,100m,Breaststroke,0,Women,URS,Lina Kachushite,01:12.2,4
Moscow,1980,100m,Breaststroke,0,Women,ITA,Monica Bonon,01:12.5,4
Moscow,1980,100m,Butterfly,0,Men,SWE,Pär Arvidsson,54.92,1
Moscow,1980,100m,Butterfly,0,Men,GDR,Roger Pyttel,54.94,2
Moscow,1980,100m,Butterfly,0,Men,ESP,David Lopez-Zubero Purcell,55.13,3
Moscow,1980,100m,Butterfly,0,Men,NED,Kees Vervoorn,55.25,4
Moscow,1980,100m,Butterfly,0,Men,URS,Evgeni Seredin,55.35,4
Moscow,1980,100m,Butterfly,0,Men,GBR,Gary Abraham,55.42,4
Moscow,1980,100m,Butterfly,0,Men,FRA,Xavier Savin,55.66,4
Moscow,1980,100m,Butterfly,0,Men,URS,Aleksey Markovsky,55.7,4
Moscow,1980,100m,Butterfly,0,Women,GDR,Caren Metschuck,01:00.4,1
Moscow,1980,100m,Butterfly,0,Women,GDR,Andrea Pollack,01:00.9,2
Moscow,1980,100m,Butterfly,0,Women,GDR,Christiane Knacke,01:01.4,3
Moscow,1980,100m,Butterfly,0,Women,GBR,Ann Osgerby,01:02.2,4
Moscow,1980,100m,Butterfly,0,Women,AUS,Lisa Gaye Curry-Kenny,01:02.4,4
Moscow,1980,100m,Butterfly,0,Women,SWE,Agneta Märtensson,01:02.6,4
Moscow,1980,100m,Butterfly,0,Women,CRC,Mariam Paris,01:02.9,4
Moscow,1980,100m,Butterfly,0,Women,GBR,Janet Osgerby,01:02.9,4
Moscow,1980,100m,Freestyle,0,Men,GDR,Jörg Woithe,50.4,1
Moscow,1980,100m,Freestyle,0,Men,SWE,Per Holmertz,50.91,2
Moscow,1980,100m,Freestyle,0,Men,SWE,Per Johansson,51.29,3
Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Koplyakov,51.34,4
Moscow,1980,100m,Freestyle,0,Men,ITA,Raffaele Franceschi,51.69,4
Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Krasiuk,51.8,4
Moscow,1980,100m,Freestyle,0,Men,FRA,Rene Ecuyer,52.01,4
Moscow,1980,100m,Freestyle,0,Men,AUS,Graeme Brewer,52.22,4
Moscow,1980,100m,Freestyle,0,Women,GDR,Barbara Krause,54.79,1
Moscow,1980,100m,Freestyle,0,Women,GDR,Caren Metschuck,55.16,2
Moscow,1980,100m,Freestyle,0,Women,GDR,Ines Diers,55.65,3
Moscow,1980,100m,Freestyle,0,Women,URS,Olga Klevakina,57.4,4
Moscow,1980,100m,Freestyle,0,Women,NED,Conny Van Bentum,57.63,4
Moscow,1980,100m,Freestyle,0,Women,URS,Natalia Strunnikova,57.83,4
Moscow,1980,100m,Freestyle,0,Women,FRA,Guylaine Berger,57.88,4
Moscow,1980,100m,Freestyle,0,Women,SWE,Agneta Eriksson,57.9,4
Moscow,1980,1500m,Freestyle,0,Men,URS,Vladimir Salnikov,14:58.3,1
Moscow,1980,1500m,Freestyle,0,Men,URS,Aleksandr Chaev,15:14.3,2
Moscow,1980,1500m,Freestyle,0,Men,AUS,Maxwell Metzker,15:14.5,3
Moscow,1980,1500m,Freestyle,0,Men,GDR,Rainer Strohbach,15:15.3,4
Moscow,1980,1500m,Freestyle,0,Men,YUG,Borut Petric,15:21.8,4
Moscow,1980,1500m,Freestyle,0,Men,ESP,Rafael Escalas,15:21.9,4
Moscow,1980,1500m,Freestyle,0,Men,HUN,Zoltan Wladar,15:26.7,4
Moscow,1980,1500m,Freestyle,0,Men,URS,Eduard Petrov,15:28.2,4
Moscow,1980,200m,Backstroke,0,Men,HUN,Sandor Wladar,02:01.9,1
Moscow,1980,200m,Backstroke,0,Men,HUN,Zoltan Verraszto,02:02.4,2
Moscow,1980,200m,Backstroke,0,Men,AUS,Mark Kerry,02:03.1,3
Moscow,1980,200m,Backstroke,0,Men,URS,Vladimir Shemetov,02:03.5,4
Moscow,1980,200m,Backstroke,0,Men,NED,Fred Eefting,02:03.9,4
Moscow,1980,200m,Backstroke,0,Men,SWE,Michael Soderlund,02:04.1,4
Moscow,1980,200m,Backstroke,0,Men,GBR,Douglas Campbell,02:04.2,4
Moscow,1980,200m,Backstroke,0,Men,AUS,Paul Moorfoot,02:06.2,4
Moscow,1980,200m,Backstroke,0,Women,GDR,Rica Reinisch,02:11.8,1
Moscow,1980,200m,Backstroke,0,Women,GDR,Cornelia Polit,02:13.7,2
Moscow,1980,200m,Backstroke,0,Women,GDR,Birgit Treiber,02:14.1,3
Moscow,1980,200m,Backstroke,0,Women,ROU,Carmen Bunaciu,02:15.2,4
Moscow,1980,200m,Backstroke,0,Women,BEL,Yolande Van Der Straeten,02:15.6,4
Moscow,1980,200m,Backstroke,0,Women,BEL,Carine Verbauwen,02:16.7,4
Moscow,1980,200m,Backstroke,0,Women,AUS,Lisa Forrest,02:16.8,4
Moscow,1980,200m,Backstroke,0,Women,URS,Larisa Gorchakova,02:17.7,4
Moscow,1980,200m,Breaststroke,0,Men,URS,Robertas Žulpa,02:15.9,1
Moscow,1980,200m,Breaststroke,0,Men,HUN,Alban Vermes,02:16.9,2
Moscow,1980,200m,Breaststroke,0,Men,URS,Arsens Miskarovs,02:17.3,3
Moscow,1980,200m,Breaststroke,0,Men,URS,Gennadi Utenkov,02:19.6,4
Moscow,1980,200m,Breaststroke,0,Men,AUS,Lindsay Spencer,02:19.7,4
Moscow,1980,200m,Breaststroke,0,Men,GBR,Duncan Goodhew,02:20.9,4
Moscow,1980,200m,Breaststroke,0,Men,SWE,Peter Berggren,02:21.7,4
Moscow,1980,200m,Breaststroke,0,Men,GDR,Jorg Walter,02:22.4,4
Moscow,1980,200m,Breaststroke,0,Women,URS,Lina Kachushite,02:29.5,1
Moscow,1980,200m,Breaststroke,0,Women,URS,Svetlana Varganova,02:29.6,2
Moscow,1980,200m,Breaststroke,0,Women,URS,Yulia Bogdanova,02:32.4,3
Moscow,1980,200m,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,02:32.8,4
Moscow,1980,200m,Breaststroke,0,Women,TCH,Irena Fleissnerova,02:33.2,4
Moscow,1980,200m,Breaststroke,0,Women,GDR,Ute Geweniger,02:34.3,4
Moscow,1980,200m,Breaststroke,0,Women,GDR,Bettina Lobel,02:34.5,4
Moscow,1980,200m,Breaststroke,0,Women,GDR,Silvia Rinka,02:35.4,4
Moscow,1980,200m,Butterfly,0,Men,URS,Sergei Fesenko,01:59.8,1
Moscow,1980,200m,Butterfly,0,Men,GBR,Philip Hubble,02:01.2,2
Moscow,1980,200m,Butterfly,0,Men,GDR,Roger Pyttel,02:01.4,3
Moscow,1980,200m,Butterfly,0,Men,GBR,Peter Morris,02:02.3,4
Moscow,1980,200m,Butterfly,0,Men,URS,Mikhail Gorelik,02:02.4,4
Moscow,1980,200m,Butterfly,0,Men,NED,Kees Vervoorn,02:02.5,4
Moscow,1980,200m,Butterfly,0,Men,SWE,Pär Arvidsson,02:02.6,4
Moscow,1980,200m,Butterfly,0,Men,GBR,Stephen Poulter,02:02.9,4
Moscow,1980,200m,Butterfly,0,Women,GDR,Ines Geissler,02:10.4,1
Moscow,1980,200m,Butterfly,0,Women,GDR,Sybille Schönrock,02:10.4,2
Moscow,1980,200m,Butterfly,0,Women,AUS,Michelle Ford,02:11.7,3
Moscow,1980,200m,Butterfly,0,Women,GDR,Andrea Pollack,02:12.1,4
Moscow,1980,200m,Butterfly,0,Women,POL,Dorota Brzozowska,02:14.1,4
Moscow,1980,200m,Butterfly,0,Women,GBR,Ann Osgerby,02:14.8,4
Moscow,1980,200m,Butterfly,0,Women,SWE,Agneta Märtensson,02:15.2,4
Moscow,1980,200m,Butterfly,0,Women,URS,Alla Grishchenkova,02:15.7,4
Moscow,1980,200m,Freestyle,0,Men,URS,Sergei Koplyakov,01:49.8,1
Moscow,1980,200m,Freestyle,0,Men,URS,Andrei Krylov,01:50.8,2
Moscow,1980,200m,Freestyle,0,Men,AUS,Graeme Brewer,01:51.6,3
Moscow,1980,200m,Freestyle,0,Men,GDR,Jörg Woithe,01:51.9,4
Moscow,1980,200m,Freestyle,0,Men,AUS,Ron Mckeon,01:52.6,4
Moscow,1980,200m,Freestyle,0,Men,ITA,Paolo Revelli,01:52.8,4
Moscow,1980,200m,Freestyle,0,Men,SWE,Thomas Lejdstrom,01:52.9,4
Moscow,1980,200m,Freestyle,0,Men,ITA,Fabrizio Rampazzo,01:53.2,4
Moscow,1980,200m,Freestyle,0,Women,GDR,Barbara Krause,01:58.3,1
Moscow,1980,200m,Freestyle,0,Women,GDR,Ines Diers,01:59.6,2
Moscow,1980,200m,Freestyle,0,Women,GDR,Carmela Schmidt,02:01.4,3
Moscow,1980,200m,Freestyle,0,Women,URS,Olga Klevakina,02:02.3,4
Moscow,1980,200m,Freestyle,0,Women,NED,Reggie De Jong,02:02.8,4
Moscow,1980,200m,Freestyle,0,Women,GBR,June Croft,02:03.2,4
Moscow,1980,200m,Freestyle,0,Women,URS,Natalia Strunnikova,02:03.7,4
Moscow,1980,200m,Freestyle,0,Women,URS,Irina Aksenova,02:04.0,4
Moscow,1980,400m,Freestyle,0,Men,URS,Vladimir Salnikov,03:51.3,1
Moscow,1980,400m,Freestyle,0,Men,URS,Andrei Krylov,03:53.2,2
Moscow,1980,400m,Freestyle,0,Men,URS,Ivar Stukolkin,03:53.9,3
Moscow,1980,400m,Freestyle,0,Men,BRA,Djan Garrido Madruga,03:54.2,4
Moscow,1980,400m,Freestyle,0,Men,TCH,Daniel Machek,03:55.7,4
Moscow,1980,400m,Freestyle,0,Men,HUN,Sandor Nagy,03:56.8,4
Moscow,1980,400m,Freestyle,0,Men,AUS,Maxwell Metzker,03:56.9,4
Moscow,1980,400m,Freestyle,0,Men,AUS,Ron Mckeon,03:57.0,4
Moscow,1980,400m,Freestyle,0,Women,GDR,Ines Diers,04:08.8,1
Moscow,1980,400m,Freestyle,0,Women,GDR,Petra Schneider,04:09.2,2
Moscow,1980,400m,Freestyle,0,Women,GDR,Carmela Schmidt,04:10.9,3
Moscow,1980,400m,Freestyle,0,Women,AUS,Michelle Ford,04:11.7,4
Moscow,1980,400m,Freestyle,0,Women,URS,Irina Aksenova,04:14.4,4
Moscow,1980,400m,Freestyle,0,Women,NED,Annelies Maas,04:15.8,4
Moscow,1980,400m,Freestyle,0,Women,NED,Reggie De Jong,04:15.9,4
Moscow,1980,400m,Freestyle,0,Women,URS,Olga Klevakina,04:19.2,4
Moscow,1980,400m,Individual medley,0,Men,URS,Aleksandr Sidorenko,04:22.9,1
Moscow,1980,400m,Individual medley,0,Men,URS,Sergei Fesenko,04:23.4,2
Moscow,1980,400m,Individual medley,0,Men,HUN,Zoltan Verraszto,04:24.2,3
Moscow,1980,400m,Individual medley,0,Men,HUN,Andras Hargitay,04:24.5,4
Moscow,1980,400m,Individual medley,0,Men,BRA,Djan Garrido Madruga,04:26.8,4
Moscow,1980,400m,Individual medley,0,Men,TCH,Miloslav Rolko,04:27.0,4
Moscow,1980,400m,Individual medley,0,Men,POL,Leszek Gorski,04:28.9,4
Moscow,1980,400m,Individual medley,0,Men,TCH,Daniel Machek,04:29.9,4
Moscow,1980,400m,Individual medley,0,Women,GDR,Petra Schneider,04:36.3,1
Moscow,1980,400m,Individual medley,0,Women,GBR,Sharron Elizabeth Davies,04:46.8,2
Moscow,1980,400m,Individual medley,0,Women,POL,Agnieszka Czopek,04:48.2,3
Moscow,1980,400m,Individual medley,0,Women,GDR,Grit Slaby,04:48.5,4
Moscow,1980,400m,Individual medley,0,Women,GDR,Ulrike Tauber,04:49.2,4
Moscow,1980,400m,Individual medley,0,Women,BUL,Sonia Dangalakova,04:49.2,4
Moscow,1980,400m,Individual medley,0,Women,URS,Olga Klevakina,04:50.9,4
Moscow,1980,400m,Individual medley,0,Women,POL,Magdalena Bialas,04:53.3,4
Moscow,1980,4x100,Freestyle,1,Women,GER,"Carmela Schmidt, Barbara Krause, Caren Metschuck, Ines Diers, Sarina Hülsenbeck",03:42.7,1
Moscow,1980,4x100,Freestyle,1,Women,SWE,"Carina Ljungdahl, Birgitta Jonsson, Tina Gustafsson, Agneta Märtensson, Agneta Eriksson, Helena Peterson",03:48.9,2
Moscow,1980,4x100,Freestyle,1,Women,NLD,"Reggie De Jong, Annelies Maas, Wilma Van Velsen",03:49.5,3
Moscow,1980,4x100,Freestyle,1,Women,GBR,"Jacquelene Willmott, Sharron Elizabeth Davies, Kaye Lovatt, June Croft, Susan Cooper",03:51.7,4
Moscow,1980,4x100,Freestyle,1,Women,AUS,"Rosemary Brown, Karen Van De Graaf, Michelle Pearson, Lisa Gaye Curry-Kenny",03:54.2,4
