"","fighter_name","Weight","Reach","Stance","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg","birthyear","height_inches"
"1","Shamil Abdurakhimov",235,76,"Orthodox",2.45,44,2.45,58,1.23,24,47,0.2,1981,75
"2","Daichi Abe",170,71,"Orthodox",3.8,33,4.49,56,0.33,50,0,0,1991,71
"3","Klidson Abreu",205,74,"Orthodox",2.05,40,2.9,55,0.64,20,80,0,1992,72
"4","Juan Adams",265,80,"Orthodox",7.09,55,4.06,34,0.91,66,57,0,1992,77
"5","Anthony Adams",185,76,"Orthodox",3.17,41,5.93,44,0,0,0,0,1988,73
"6","Israel Adesanya",185,80,"Switch",3.95,49,2.63,61,0,0,82,0.3,1989,76
"7","Zarrukh Adashev",125,65,"Southpaw",1.93,23,3.35,60,0,0,0,0,1992,65
"8","Mariya Agapova",125,68,"Southpaw",3.7,50,4.15,47,1.23,66,33,0.6,1997,66
"9","Jessica Aguilar",115,63,"Orthodox",4.93,50,7.19,53,0.94,25,50,0.2,1982,63
"10","Kevin Aguilar",155,73,"Orthodox",3.69,37,4.47,53,0.19,25,87,0,1988,67
"11","Christian Aguilera",170,72,"Switch",3.35,41,4.89,46,0,0,0,0,1991,69
"12","Rostem Akman",170,72,"Switch",1.8,25,3.97,57,1,40,87,0,1991,70
"13","Omari Akhmedov",185,73,"Orthodox",2.95,35,2.59,57,2.63,49,65,0.3,1987,72
"14","Yoshihiro Akiyama",170,75,"Orthodox",3.1,41,3.62,57,2.29,67,92,1,1975,70
"15","Herdem Alacabek",205,75,"Orthodox",3.84,65,6.66,23,2.06,50,42,0,1991,74
"16","Mostapha Al-Turk",245,77,"Orthodox",1.36,19,3.61,53,0,0,0,0,1973,74
"17","Heili Alateng",135,66,"Orthodox",2.87,32,5.82,57,2.33,35,100,0,1991,65
"18","Amir Albazi",125,68,"Orthodox",4.06,40,3.15,58,2.28,75,66,0.8,1993,65
"19","John Albert",135,68,"Orthodox",3.05,49,2.82,35,0,0,50,6.1,1986,68
"20","Aleksandra Albu",115,63,"Orthodox",4.83,47,5.56,38,2.27,50,77,0.4,1990,62
"21","Junior Albini",264,74,"Orthodox",3.98,51,6.08,52,1.54,37,100,0,1991,75
"22","Ildemar Alcantara",185,78,"Orthodox",1.93,38,2.63,50,2,68,81,0.9,1982,74
"23","Iuri Alcantara",135,71,"Southpaw",2.72,45,2.79,49,1.44,62,60,0.8,1980,69
"24","Hector Aldana",170,72,"Orthodox",3.59,38,5.08,59,0.93,100,0,0,1988,71
"25","Irene Aldana",135,68,"Orthodox",5.52,38,5.97,61,0.23,50,84,0.1,1988,69
"26","JJ Aldrich",125,67,"Southpaw",3.76,41,4.55,61,0.8,40,57,0,1992,65
"27","Jose Aldo",135,70,"Orthodox",3.45,45,3.52,61,0.57,56,91,0.1,1986,67
"28","Jim Alers",145,71,"Orthodox",2.9,40,4.38,56,2.26,41,80,0.3,1986,69
"29","Houston Alexander",205,72,"Orthodox",3.06,54,3.2,52,1.19,57,33,0,1972,72
"30","John Alessio",155,72,"Orthodox",2.1,39,2.91,54,1.85,38,70,1.2,1979,70
"31","Marcio Alexandre Junior",185,75,"Southpaw",1.61,45,2.89,42,0.35,20,66,0.7,1989,72
"32","Bill Algeo",145,73,"Switch",6.8,56,5.31,38,0.67,33,62,0,1989,72
"33","Sultan Aliev",170,74,"Orthodox",1.41,45,2.2,56,1.76,38,100,0,1984,71
"34","John Allan",205,75,"Orthodox",2.95,43,4.01,52,1.94,71,50,1.2,1993,73
"35","Arnold Allen",145,70,"Southpaw",3.19,41,2,67,1.36,52,76,0.5,1994,68
"36","Ben Alloway",170,76,"Orthodox",1.28,49,1.9,59,0.62,50,26,0,1981,71
"37","Brendan Allen",185,75,"Orthodox",3.55,59,4.57,39,1.17,37,50,2,1995,74
"38","Ricardo Almeida",170,74,"Orthodox",2.02,49,1.2,61,3.74,38,31,1.2,1976,72
"39","Thomas Almeida",145,70,"Southpaw",5.39,44,4.69,64,0,0,75,0,1991,67
"40","Sarah Alpar",135,63,"Southpaw",2.11,54,4.76,32,2.69,28,50,0.7,1991,64
"41","Ali AlQaisi",135,68,"Orthodox",2.43,42,1.97,56,3.5,29,60,1,1990,66
"42","Jaime Alvarez",125,69,"Orthodox",2.73,40,4.53,56,1,33,50,0,1988,68
"43","Joel Alvarez",155,77,"Orthodox",2.84,37,3.31,53,0,0,0,1.6,1994,75
"44","Eddie Alvarez",155,69,"Orthodox",4.32,41,4.39,55,2.92,36,92,0.5,1984,69
"45","Thiago Alves",170,70,"Orthodox",3.73,41,3.42,62,0.71,60,63,0.3,1983,69
"46","Rafael Alves",145,68,"Orthodox",2.02,45,3.66,59,0,0,100,1.9,1990,68
"47","Warlley Alves",170,72,"Orthodox",3.09,47,3.62,50,1.48,54,75,1,1991,71
"48","Adlan Amagov",170,76,"Orthodox",3.29,47,0.82,78,5.84,56,100,0,1986,74
"49","Sam Alvey",205,75,"Southpaw",3.17,44,3.26,55,0.08,16,82,0.1,1986,74
"50","Alen Amedovski",185,74,"Orthodox",0.52,28,3.14,37,0,0,0,0,1988,70
"51","Makwan Amirkhani",145,72,"Southpaw",1.42,44,2.63,51,3.37,37,57,1.4,1988,70
"52","Eryk Anders",185,75,"Southpaw",3.23,46,4.15,51,1.62,35,80,0.1,1987,73
"53","Corey Anderson",205,79,"Orthodox",4.43,46,2.22,59,4.89,50,83,0,1989,75
"54","Megan Anderson",145,72,"Orthodox",1.76,46,3.35,37,0.52,25,53,0.5,1990,72
"55","Viscardi Andrade",170,75,"Orthodox",3.26,42,2.77,63,1.93,50,66,0.3,1984,71
"56","Jessica Andrade",115,62,"Orthodox",6.38,49,5.26,53,3.11,57,76,0.4,1991,61
"57","Dylan Andrews",185,74,"Switch",2.21,50,2.72,46,2.83,50,57,0.4,1979,73
"58","Collin Anglin",145,71,"Orthodox",5.87,55,3.47,58,3,75,100,0,1993,69
"59","Magomed Ankalaev",205,75,"Orthodox",3.41,53,1.78,65,1.18,33,85,0,1992,75
"60","Nina Ansaroff",115,64,"Orthodox",4.81,47,3.55,54,0.29,40,77,0.6,1985,65
"61","Adam Antolin",125,63,"Orthodox",5.73,52,5,69,0,0,100,0,1982,65
"62","Gadzhimurad Antigulov",205,70,"Orthodox",2.08,55,4.21,40,5.08,36,0,1.4,1987,71
"63","Shinsho Anzai",170,70,"Orthodox",3.23,58,3.75,45,1.83,16,75,0,1985,67
"64","Igor Araujo",170,77,"Orthodox",1.52,42,2.86,49,0.86,15,22,0.6,1980,73
"65","Felipe Arantes",135,73,"Orthodox",2.37,45,2.66,64,0.93,47,41,0.7,1988,68
"66","Julio Arce",145,70,"Southpaw",4.25,36,2.87,67,0.58,30,93,0.6,1989,67
"67","Viviane Araujo",125,68,"Orthodox",4.97,48,4.84,60,2.33,64,94,0.2,1986,64
"68","Andrei Arlovski",240,77,"Orthodox",3.48,44,2.83,57,0.47,36,78,0.3,1979,75
"69","Akbarh Arreola",155,71,"Southpaw",2.32,45,4.01,56,1.07,100,33,0.4,1983,70
"70","Austin Arnett",145,72,"Orthodox",4.52,41,6.38,62,0.44,18,57,0.2,1991,72
"71","Matt Arroyo",170,72,"Orthodox",1.62,47,2.01,58,2.12,36,100,5.3,1982,70
"72","Antonio Arroyo",185,73,"Orthodox",3.08,70,1.72,44,1.4,41,32,0.3,1989,75
"73","Teddy Ash",185,73,"Switch",7.27,61,6.8,28,0,0,100,0,1989,73
"74","Askar Askarov",125,67,"Orthodox",3.37,55,2.65,56,2.75,28,64,0,1992,66
"75","Cyril Asker",247,74,"Orthodox",3.35,39,5.82,35,4.41,62,100,0.9,1985,72
"76","Scott Askham",185,75,"Southpaw",3.03,46,3.52,52,0.44,18,65,0.7,1988,75
"77","Ben Askren",170,73,"Orthodox",3.64,49,5.66,36,4.33,55,0,0.9,1984,71
"78","Tom Aspinall",256,78,"Orthodox",7.43,66,3.06,65,3.54,100,0,1.8,1993,77
"79","Junior Assuncao",145,72,"Orthodox",3.31,62,2.06,44,2.43,24,66,0.7,1981,69
"80","Raphael Assuncao",135,66,"Orthodox",3.26,40,2.33,68,1.48,38,80,0.3,1982,65
"81","Rich Attonito",170,72,"Orthodox",2.28,47,2.13,59,0.74,37,75,0,1977,70
"82","Olivier Aubin-Mercier",155,70,"Southpaw",2.48,51,2.97,55,2.36,33,70,0.5,1989,69
"83","Marcus Aurelio",155,74,"Orthodox",1.42,33,2.27,59,1.69,27,27,1.3,1973,70
"84","Blas Avena",170,74,"Orthodox",2.34,47,3.36,43,2.37,80,50,1.8,1983,72
"85","Julia Avila",135,68,"Orthodox",3.1,41,2.9,54,0.49,50,60,0,1988,67
"86","Abu Azaitar",185,76,"Orthodox",3.2,37,1.27,57,1,100,25,0,1986,69
"87","Jessin Ayari",155,73,"Orthodox",3.53,37,3.59,58,0,0,50,0.3,1992,72
"88","Ottman Azaitar",155,71,"Switch",8.43,57,1.76,67,0,0,100,0,1990,68
"89","Hunter Azure",145,69,"Orthodox",4.17,52,1.99,62,2.52,45,76,1.4,1992,68
"90","Miguel Baeza",170,74,"Orthodox",4.64,55,3.89,50,0.8,40,100,1.2,1992,74
"91","Ali Bagautinov",125,65,"Orthodox",2.85,42,3.09,52,2.51,36,65,0.3,1985,64
"92","Seth Baczynski",170,75,"Orthodox",3.08,31,3.14,51,0.89,16,48,0.8,1981,75
"93","Ryan Bader",205,74,"Orthodox",2.82,43,1.39,71,3.37,44,80,0.4,1983,74
"94","Melsik Baghdasaryan",145,70,"Southpaw",6.8,64,3.8,53,0,0,75,0,1992,69
"95","Siyar Bahadurzada",170,73,"Orthodox",2.91,40,3.23,49,1.32,61,62,0.3,1984,71
"96","Ignacio Bahamondes",170,75,"Orthodox",8.78,54,2.66,67,0,0,100,0,1997,75
"97","Oluwale Bamgbose",185,78,"Switch",2.45,48,2.7,55,0.94,33,37,0,1987,71
"98","Shamar Bailey",155,75,"Southpaw",1.56,20,3.91,69,1.5,33,37,0,1982,69
"99","Humberto Bandenay",145,71,"Southpaw",2.22,41,4.79,41,2.9,46,62,0.5,1994,71
"100","Tae Hyun Bang",155,71,"Switch",2.72,38,2.07,66,0.49,33,57,0.5,1983,69
"101","Maycee Barber",125,65,"Switch",5.21,52,3,50,1.44,40,80,0.2,1998,65
"102","Antonio Banuelos",135,63,"Orthodox",2.69,33,3.15,58,1.62,62,86,0.4,1979,65
"103","Bryan Barberena",170,72,"Southpaw",5.48,48,4.7,45,0.23,28,60,0.5,1989,72
"104","Renan Barao",145,70,"Orthodox",3.78,36,3.9,57,1.49,41,91,0.5,1987,66
"105","Edson Barboza",145,75,"Orthodox",3.98,43,4.03,60,0.44,44,78,0.1,1986,71
"106","Raoni Barcelos",135,67,"Orthodox",5.59,52,4.17,67,2.23,56,85,0.7,1987,67
"107","Luke Barnatt",185,77,"Orthodox",4.43,36,3.87,59,0.63,42,63,0.4,1988,78
"108","Phil Baroni",170,72,"Orthodox",2.77,45,3.93,40,1.46,47,60,0.5,1976,69
"109","Josh Barnett",250,78,"Orthodox",3.2,50,2.11,57,1.26,55,55,1.4,1977,75
"110","Peter Barrett",145,73,"Southpaw",4.18,61,4.32,42,1.39,22,66,0,1986,70
"111","Marc-Andre Barriault",185,74,"Orthodox",4.25,46,4.12,57,0.55,28,69,0,1990,73
"112","Francimar Barroso",205,75,"Orthodox",2.77,52,3.07,59,2.22,24,83,0,1980,73
"113","Enrique Barzola",145,70,"Orthodox",3.91,41,2.97,68,4.2,45,66,0.3,1989,67
"114","Pat Barry",235,74,"Orthodox",2.72,52,3.54,59,0,0,76,0.2,1979,71
"115","Batgerel Danaa",135,70,"Orthodox",5.66,38,2.61,58,0,0,57,0,1989,67
"116","Alan Baudot",243,79,"Orthodox",1.89,25,10.11,36,0,0,0,0,1988,75
"117","Mario Bautista",135,69,"Switch",5.71,45,4.78,54,0.48,33,70,0,1993,69
"118","Chris Beal",125,69,"Orthodox",3.45,35,3.18,61,1.6,58,78,0.2,1985,67
"119","Ariel Beck",125,66,"Southpaw",4.44,34,4.31,64,0,0,0,0,1990,66
"120","Chase Beebe",135,67,"Orthodox",2.17,38,1.64,69,2.49,42,41,0.9,1985,67
"121","Johnny Bedford",135,71,"Orthodox",4.53,50,1.75,63,1.83,62,62,0,1983,70
"122","Mirsad Bektic",145,70,"Orthodox",2.43,41,1.8,57,3.98,52,92,0.4,1991,68
"123","Diana Belbita",125,68,"Orthodox",5.81,39,6.49,52,1.69,66,64,0,1996,67
"124","Alan Belcher",185,75,"Orthodox",2.7,41,3.1,59,0.44,26,55,0.9,1984,74
"125","Danilo Belluardo",155,74,"Southpaw",1.52,61,4.79,41,3.5,100,50,0,1994,72
"126","Vitor Belfort",185,74,"Southpaw",1.59,46,2.83,50,1.02,60,53,0.6,1977,72
"127","Joey Beltran",185,75,"Orthodox",4.92,36,5.27,54,0.48,18,75,0,1981,73
"128","Marco Beltran",125,69,"Orthodox",2.07,37,1.93,63,0.7,50,46,0.2,1986,68
"129","Joseph Benavidez",125,65,"Southpaw",3.52,34,2.67,61,1.41,30,62,0.6,1984,64
"130","Gabriel Benitez",155,71,"Southpaw",4.38,38,3.26,70,0.17,50,56,1.2,1988,68
"131","DeAnna Bennett",125,68,"Orthodox",3.13,58,3.27,58,0,0,0,1,1984,64
"132","Lance Benoist",170,72,"Southpaw",3.68,51,2.7,56,1.5,33,61,0,1988,71
"133","Ryan Benoit",125,68,"Orthodox",2.95,41,3.4,60,0.33,25,70,0.5,1989,65
"134","Kenneth Bergh",205,74,"Orthodox",4.56,75,1.27,28,0,0,0,0,1989,74
"135","Dennis Bermudez",155,66,"Orthodox",4.42,46,3.07,59,3.89,40,82,1.1,1986,66
"136","Talita Bernardo",135,68,"Orthodox",3.12,42,4.04,55,1.62,22,28,0.5,1987,64
"137","Manny Bermudez",145,71,"Orthodox",2.92,61,2.68,46,3.06,54,0,3.1,1994,70
"138","Khadzhi Bestaev",185,76,"",6.15,29,10,43,0,0,0,0,1988,78
"139","Matt Bessette",145,70,"Orthodox",4.36,41,4.45,58,0.64,28,61,0.3,1984,70
"140","Arjan Bhullar",245,75,"Orthodox",2.33,56,3.25,59,1.73,75,100,0,1986,73
"141","Bibulatov Magomed",125,65,"Orthodox",3.6,51,1.83,52,2.85,40,75,0,1988,65
"142","KB Bhullar",185,78,"Switch",1.18,13,10,37,0,0,0,0,1991,76
"143","David Bielkheden",155,71,"Orthodox",1.11,57,1.64,54,2.65,63,14,0,1979,70
"144","Anthony Birchak",135,69,"Orthodox",4.23,36,3.06,60,0.6,16,73,0,1986,68
"145","Michael Bisping",185,75,"Orthodox",4.33,38,2.71,65,1.05,43,63,0.3,1979,73
"146","Jan Blachowicz",205,78,"Orthodox",3.59,49,2.79,53,1.18,53,65,0.2,1983,74
"147","Brad Blackburn",170,73,"Orthodox",4.55,35,3.59,65,0.93,50,76,0.7,1977,70
"148","Maximo Blanco",145,71,"Orthodox",4.11,44,3.19,66,1.85,36,63,0.3,1983,68
"149","Sherrard Blackledge",155,75,"Orthodox",3.7,49,3.13,55,4,33,42,0,1993,71
"150","Curtis Blaydes",265,80,"Orthodox",3.59,53,1.7,57,6.64,54,33,0,1991,76
"151","Kyle Bochniak",145,70,"Orthodox",2.63,31,5.11,58,1.14,15,62,0,1987,67
"152","Mark Bocek",155,75,"Orthodox",2.34,43,2.32,60,3.65,36,31,1.3,1981,68
"153","James Bochnovic",205,81,"Orthodox",0.65,26,3.64,21,0,0,0,0,1989,76
"154","Galore Bofando",170,72,"Switch",3.63,45,3.63,54,2.37,100,50,0,1982,71
"155","Tim Boetsch",185,74,"Orthodox",2.93,50,2.9,57,1.45,34,59,0.8,1981,72
"156","Roman Bogatov",155,73,"Orthodox",3.33,42,4.4,44,1,9,50,0,1990,68
"157","Rogerio Bontorin",125,67,"Orthodox",2.19,50,3.12,38,1.9,40,51,1.6,1992,65
"158","Stephan Bonnar",205,79,"Orthodox",2.76,38,3.01,52,1.32,40,60,1,1977,76
"159","Ray Borg",135,63,"Orthodox",1.52,52,1.93,48,3.89,50,46,1,1993,64
"160","Tanner Boser",255,75,"Orthodox",4.54,55,2.7,63,0,0,100,0,1991,74
"161","Steve Bosse",205,72,"Orthodox",5.99,52,5.38,50,0.92,33,100,0,1981,71
"162","Poliana Botelho",115,67,"Orthodox",3,56,3.08,50,0.89,100,80,0,1988,68
"163","Kyron Bowen",185,73,"Orthodox",2.73,57,2.05,40,0,0,0,0,1993,75
"164","Brian Bowles",135,70,"Orthodox",2.36,26,2.98,64,1.39,70,54,1.4,1980,67
"165","Roger Bowling",155,68,"Orthodox",3.9,47,3.86,51,3.09,43,27,0.9,1982,69
"166","Kyle Bradley",155,71,"Orthodox",1.99,40,3.45,58,0.65,50,40,0,1982,69
"167","Sean Brady",170,72,"Orthodox",4.72,55,3.6,63,2.69,60,100,1.2,1992,70
"168","Ramiz Brahimaj",170,72,"Orthodox",3.73,36,6.14,55,0,0,100,0,1992,70
"169","David Branch",185,78,"Orthodox",1.66,39,1.91,56,2.55,32,43,0,1981,73
"170","Martin Bravo",145,71,"Southpaw",7.66,39,5.72,51,2.6,35,85,0,1993,68
"171","Diego Brandao",145,64,"Orthodox",2.94,47,3.38,62,3.21,68,80,0.6,1987,67
"172","Tom Breese",185,73,"Southpaw",3.34,50,2.81,60,0,0,70,1.1,1991,75
"173","Mike Breeden",155,70,"Orthodox",4,34,5.87,47,0,0,77,0,1989,70
"174","Charlie Brenneman",155,70,"Orthodox",1.52,56,1.55,46,4.23,42,72,0,1981,70
"175","Marcos Brigagao",205,76,"Southpaw",3.07,43,3.27,25,0,0,36,0,1996,75
"176","Jason Brilz",205,71,"Orthodox",2.66,40,1.78,65,2.37,25,25,1.3,1975,71
"177","Marcus Brimage",135,71,"Southpaw",3.97,35,3.64,56,0.56,100,80,0,1985,64
"178","Henry Briones",135,69,"Orthodox",3.47,42,4.68,53,0,0,52,0.6,1980,68
"179","Antwain Britt",205,77,"",1.46,39,2.81,44,1.56,40,50,0,1978,73
"180","Jonathan Brookins",145,74,"Southpaw",2.69,39,3.63,56,1.94,17,80,0.3,1985,72
"181","Will Brooks",155,72,"Orthodox",4.26,59,2.54,56,2.08,51,82,0.3,1986,70
"182","Jarred Brooks",125,62,"Switch",2.12,46,1.66,62,4.54,57,69,0.6,1993,63
"183","Rob Broughton",265,74,"Orthodox",2.83,60,2.54,51,0,0,26,3.2,1983,74
"184","Mike Brown",145,70,"Orthodox",2.98,44,2.45,60,3.23,40,66,0.6,1975,66
"185","Matt Brown",170,75,"Orthodox",3.69,54,2.67,55,1.56,44,63,1.4,1981,72
"186","TJ Brown",145,72,"Switch",3.22,42,2.21,50,4.92,60,40,0.4,1990,69
"187","Damien Brown",155,68,"Orthodox",3.66,38,4.86,50,0.68,27,53,0.7,1984,70
"188","Randy Brown",170,78,"Orthodox",3.67,47,2.8,53,1,46,71,0.6,1990,75
"189","Travis Browne",255,79,"Orthodox",2.93,41,4.31,42,1.21,68,75,0.2,1982,78
"190","Cody Brundage",205,72,"Orthodox",7.97,82,6.29,6,6.29,33,0,0,1994,72
"191","Derek Brunson",185,77,"Southpaw",3.46,47,2.72,53,3.11,33,94,0.5,1984,73
"192","Justin Buchholz",155,73,"Orthodox",2.35,26,4.14,51,0,0,33,0.8,1983,72
"193","Julia Budd",145,67,"",2.42,74,1.18,47,3.6,57,83,0,1983,67
"194","Joaquin Buckley",185,76,"Southpaw",4.58,36,5.46,51,0.6,16,100,0,1994,70
"195","Mike Budnik",145,68,"Orthodox",0.65,52,0.95,53,0,0,0,3.4,1974,69
"196","Mayra Bueno Silva",135,66,"Orthodox",4.06,57,4.89,47,0,0,73,1.6,1991,66
"197","Paul Buentello",245,77,"Orthodox",3.29,45,3.83,52,0.19,33,39,0.4,1974,74
"198","Modestas Bukauskas",205,78,"Switch",3.56,37,5.7,42,0,0,100,0,1994,75
"199","Wuliji Buren",135,69,"Orthodox",1.63,42,2.96,56,3.38,42,71,0.4,1989,69
"200","Shane Burgos",145,75,"Orthodox",7.31,50,5.81,60,0.3,100,89,0.1,1991,71
"201","Joshua Burkman",170,72,"Orthodox",2.69,43,3.13,51,2.53,36,72,0.3,1980,70
"202","Mads Burnell",145,69,"Orthodox",1.28,41,2.71,51,3.45,47,22,0.4,1994,68
"203","Kevin Burns",170,74,"Orthodox",2.74,38,4.3,52,0.28,50,47,0.8,1980,70
"204","Herbert Burns",145,73,"Orthodox",1.67,45,5.02,33,4.64,83,75,2.8,1988,69
"205","Gilbert Burns",170,71,"Orthodox",3.22,45,3.04,54,2.08,35,50,0.7,1986,70
"206","Cheyanne Buys",115,63,"Switch",4.1,53,1.67,65,0,0,60,0,1995,63
"207","JP Buys",125,67,"Orthodox",2.66,45,3.05,43,2.22,50,33,2.2,1996,65
"208","Dennis Buzukja",145,71,"Switch",3.8,46,6.8,35,2,25,100,1,1997,69
"209","Charles Byrd",185,73,"Orthodox",3.43,55,2.63,55,2.5,50,40,1.5,1983,70
"210","Yan Cabral",155,73,"Orthodox",2.02,47,1.98,62,2.89,35,37,1.2,1983,71
"211","Alex Caceres",145,73,"Southpaw",4.1,50,2.82,65,0.57,78,64,0.8,1988,70
"212","Vince Cachero",145,68,"Orthodox",3.29,45,6.51,43,0,0,18,0.5,1989,66
"213","Priscila Cachoeira",135,65,"Orthodox",3.84,37,7.93,42,0,0,69,0,1988,67
"214","Joanne Calderwood",125,65,"Orthodox",6.59,49,4.4,53,1.8,55,58,0.5,1985,66
"215","Cynthia Calvillo",125,64,"Orthodox",4.18,41,3.52,67,1.85,44,71,1.1,1987,64
"216","Frank Camacho",170,73,"Orthodox",6.67,46,7.31,52,1.17,45,72,0,1989,70
"217","Fabricio Camoes",155,71,"Orthodox",1.29,33,1.85,61,2.34,32,20,1.5,1978,70
"218","Chris Camozzi",185,75,"Orthodox",3.57,44,2.96,56,0.27,19,57,0.5,1986,74
"219","Brian Camozzi",170,78,"Orthodox",3.15,26,6.39,54,0,0,0,0.7,1991,74
"220","Shane Campbell",155,71,"Orthodox",3.99,59,3.19,55,1.36,28,82,0,1987,72
"221","Will Campuzano",125,70,"Orthodox",2.43,31,3.82,57,0.88,45,48,0.2,1986,69
"222","Chico Camus",125,66,"Orthodox",2.58,41,2.46,64,0.77,40,72,0.4,1985,66
"223","Aleksa Camur",205,74,"Orthodox",3.94,54,2.49,57,0.84,33,20,0,1995,73
"224","Carlos Candelario",125,67,"Southpaw",3.87,47,1.67,57,0,0,46,0,1991,68
"225","Guido Cannetti",135,68,"Southpaw",2.85,51,2.17,50,2.64,50,75,0.3,1979,66
"226","Luiz Cane",185,77,"Southpaw",4.79,41,5,60,0.56,28,100,0.3,1981,74
"227","Jared Cannonier",185,77,"Switch",3.7,52,3.09,64,0.16,33,54,0,1984,71
"228","Phil Caracappa",135,70,"Orthodox",2.93,50,4.07,29,1,8,100,1,1992,68
"229","Steve Cantwell",185,75,"Orthodox",3.63,34,5.76,55,0.65,30,80,0.7,1986,74
"230","Bryan Caraway",135,68,"Orthodox",2.53,34,3.61,54,2.57,25,80,0.8,1984,68
"231","Chris Cariaso",125,64,"Southpaw",3.35,43,2.23,61,1.11,39,57,0.8,1981,63
"232","Antonio Carlos Junior",185,79,"Orthodox",1.95,42,2.14,52,3.42,39,53,0.8,1990,74
"233","Spike Carlyle",145,71,"Switch",2.55,54,3.85,30,3.34,36,57,0.5,1993,68
"234","Francis Carmont",205,78,"Orthodox",2.22,42,1.64,59,1.79,36,73,0.6,1981,75
"235","Liz Carmouche",125,66,"Orthodox",2.78,54,2.51,61,2.57,51,65,0.3,1984,66
"236","Ariane Carnelossi",115,61,"Orthodox",6.03,38,7.71,50,0,0,0,0,1992,62
"237","Roan Carneiro",170,76,"Orthodox",1.46,46,1.82,62,3.05,42,83,1.4,1978,71
"238","Luana Carolina",125,69,"Orthodox",6.29,50,3.75,47,0,0,100,2.4,1993,66
"239","Antonio Carvalho",145,70,"Orthodox",3.03,29,3.62,64,0,0,100,0,1979,69
"240","Shane Carwin",265,80,"Orthodox",4.38,47,3.53,53,1.42,33,42,0,1975,74
"241","Johnny Case",155,72,"Orthodox",3.95,38,2.66,61,1.7,45,72,0.2,1989,70
"242","Kevin Casey",185,77,"Southpaw",2.27,53,3.76,46,0.79,22,27,0.4,1981,71
"243","Cortney Casey",125,67,"Orthodox",4.33,38,4.19,52,0.28,27,38,0.6,1987,67
"244","John Castaneda",135,71,"Switch",4.17,49,5.07,55,0.86,25,60,0,1991,66
"245","Danny Castillo",155,71,"Orthodox",2.57,42,1.96,62,2.95,38,63,0.2,1979,69
"246","Nick Catone",185,72,"Southpaw",2.11,44,2.32,63,3.71,44,83,0.5,1981,72
"247","Gesias Cavalcante",155,71,"Orthodox",1.98,35,3.11,51,1.25,36,66,1.1,1983,68
"248","Rafael Cavalcante",205,74,"Orthodox",2.71,53,3.62,49,0.6,40,63,0.1,1980,73
"249","Henry Cejudo",135,64,"Orthodox",3.92,45,2.77,65,2.12,33,93,0.2,1987,64
"250","Yosdenis Cedeno",155,69,"Orthodox",1.64,29,1.6,67,0,0,31,0.3,1985,68
"251","Magnus Cedenblad",185,79,"Orthodox",2.38,51,3.02,40,2.87,64,66,1,1982,77
"252","Luan Chagas",170,75,"Orthodox",4.16,47,3.19,62,0.32,12,85,0.3,1993,72
"253","Donald Cerrone",155,73,"Orthodox",4.43,46,4.46,53,1.19,33,73,1.2,1983,73
"254","Alex Chambers",115,63,"Southpaw",2.97,54,5.1,50,2.31,41,53,1,1978,63
"255","Michael Chandler",155,71,"Orthodox",4.29,49,3.76,52,2.37,41,80,1.4,1986,68
"256","Ernest Chavez",145,70,"Orthodox",2.79,40,3.89,59,0.89,33,50,0,1983,68
"257","Danny Chavez",145,67,"Orthodox",2.93,39,4.17,53,2.5,100,84,0,1987,68
"258","Mark Cherico",145,69,"Orthodox",3.69,34,7.37,56,5.03,50,0,0,1986,67
"259","Macy Chiasson",135,72,"Orthodox",4.16,49,2.17,46,0.98,21,64,0.5,1991,71
"260","Giga Chikadze",145,74,"Orthodox",3.45,43,2.65,60,0.38,33,68,0,1988,72
"261","Michael Chiesa",170,75,"Southpaw",1.89,40,1.71,54,3.6,52,68,0.9,1987,73
"262","Khamzat Chimaev",170,75,"Orthodox",9.03,72,0.1,66,4.67,75,0,3.1,1994,74
"263","Dooho Choi",145,70,"Orthodox",5.32,51,6.38,53,0.41,20,50,0,1991,70
"264","SeungWoo Choi",145,74,"Orthodox",3.17,41,2.45,46,1.03,57,66,0,1992,72
"265","John Cholish",155,74,"Orthodox",2.65,49,2.29,73,1.82,31,78,0.4,1983,71
"266","Joachim Christensen",205,76,"Orthodox",3.78,41,3.29,46,0,0,0,0,1978,75
"267","Ryo Chonan",170,70,"Orthodox",2.57,43,2.25,60,0.61,41,39,0.3,1976,69
"268","Katlyn Chookagian",125,68,"Orthodox",4.22,34,4.23,63,0.27,15,51,0.5,1988,69
"269","Cameron Church",155,72,"Orthodox",4,40,4.93,50,0,0,60,1,1990,71
"270","Hannah Cifers",115,62,"Orthodox",4.99,44,5.39,52,0.26,100,64,0.3,1992,61
"271","Misha Cirkunov",205,77,"Orthodox",4.18,51,3.22,60,4.28,57,71,2.3,1987,75
"272","Devin Clark",205,75,"Orthodox",3.33,57,2.43,48,2.7,36,76,0.1,1990,72
"273","Jessica-Rose Clark",125,64,"Orthodox",4.68,51,3.98,60,1.01,55,73,0.4,1987,65
"274","Heather Clark",115,64,"Orthodox",3.69,49,5.62,50,0.33,4,80,0.3,1980,66
"275","Rich Clementi",155,72,"Southpaw",1.43,37,2.29,60,1.72,42,25,1.1,1976,69
"276","Chris Clements",170,70,"Orthodox",3.2,49,2.37,44,0,0,32,0.3,1976,70
